,shot,dda,FLAG:HRTSdatavalidated
1397,87080.0,T001/lfrassin,1.0
1398,87080.0,T003/lfrassin,1.0
1399,87082.0,T001/rfrid,1.0
1400,87083.0,T001/rfrid,1.0
1401,87084.0,T001/lfrassin,1.0
1402,87085.0,T001/rfrid,0.0
1403,87086.0,T001/rfrid,1.0
1404,87087.0,T001/lfrassin,1.0
1405,87088.0,T003/lfrassin,1.0
1406,87090.0,T002/lfrassin,1.0
1407,87091.0,T002/lfrassin,1.0
1408,87092.0,T002/lfrassin,1.0
1409,87103.0,T003/lfrassin,1.0
1410,87105.0,T001/lfrassin,0.0
1411,87105.0,T002/lfrassin,0.0
1412,87105.0,T003/lfrassin,0.0
1413,87112.0,T001/rfrid,0.0
1414,87173.0,T001/lfrassin,1.0
1415,87176.0,T002/lfrassin,1.0
1416,87177.0,T021/lfrassin,1.0
1417,87178.0,T003/lfrassin,1.0
1418,87181.0,T002/lfrassin,0.0
1419,87182.0,T002/lfrassin,1.0
1420,87186.0,T002/lfrassin,1.0
1421,87191.0,T001/lfrassin,1.0
1422,87191.0,T003/lfrassin,1.0
1423,87211.0,T005/lfrassin,2.0
1424,87215.0,T014/lfrassin,1.0
1425,87215.0,T015/lfrassin,1.0
1426,87218.0,T001/rfrid,1.0
1427,87246.0,T001/lfrassin,1.0
1428,87258.0,T001/rfrid,1.0
1429,87259.0,T001/rfrid,2.0
1430,87260.0,T070/lfrassin,1.0
1431,87261.0,T001/rfrid,1.0
1432,87262.0,T001/rfrid,1.0
1433,87263.0,T004/lfrassin,1.0
1434,87265.0,T001/rfrid,1.0
1435,87283.0,T002/lfrassin,1.0
1436,87291.0,T002/lfrassin,1.0
1437,87304.0,T001/lfrassin,1.0
1438,87305.0,T002/lfrassin,2.0
1439,87306.0,T002/lfrassin,2.0
1440,87309.0,T001/lfrassin,1.0
1441,87310.0,T003/lfrassin,1.0
1442,87313.0,T001/lfrassin,1.0
1443,87314.0,T001/rfrid,1.0
1444,87315.0,T001/rfrid,1.0
1445,87316.0,T001/rfrid,1.0
1446,87317.0,T001/rfrid,1.0
1447,87320.0,T001/rfrid,1.0
1448,87335.0,T013/lfrassin,1.0
1449,87336.0,T033/lfrassin,1.0
1450,87337.0,T019/lfrassin,1.0
1451,87338.0,T018/lfrassin,1.0
1452,87339.0,T029/lfrassin,1.0
1453,87340.0,T013/lfrassin,1.0
1454,87341.0,T037/lfrassin,1.0
1455,87342.0,T037/lfrassin,1.0
1456,87344.0,T013/lfrassin,1.0
1457,87346.0,T020/lfrassin,1.0
1458,87347.0,T002/lfrassin,1.0
1459,87348.0,T015/lfrassin,1.0
1460,87349.0,T011/lfrassin,1.0
1461,87350.0,T020/lfrassin,1.0
1462,87380.0,T001/rfrid,1.0
1463,87381.0,T001/rfrid,1.0
1464,87384.0,T001/rfrid,1.0
1465,87385.0,T023/lfrassin,2.0
1466,87386.0,T023/lfrassin,1.0
1467,87387.0,T038/lfrassin,2.0
1468,87390.0,T002/lfrassin,1.0
1469,87391.0,T002/lfrassin,0.0
1470,87392.0,T001/rfrid,1.0
1471,87393.0,T001/rfrid,1.0
1472,87394.0,T006/lfrassin,1.0
1473,87397.0,T020/lfrassin,1.0
1474,87404.0,T001/rfrid,1.0
1475,87406.0,T001/rfrid,1.0
1476,87407.0,T003/lfrassin,1.0
1477,87408.0,T012/lfrassin,1.0
1478,87409.0,T001/lfrassin,1.0
1479,87410.0,T002/lfrassin,1.0
1480,87411.0,T002/lfrassin,1.0
1481,87412.0,T034/lfrassin,2.0
1482,87414.0,T001/rfrid,1.0
1483,87417.0,T001/rfrid,1.0
1484,87418.0,T001/rfrid,1.0
1485,87419.0,T001/rfrid,1.0
1486,87420.0,T001/rfrid,1.0
1487,87423.0,T001/rfrid,1.0
1488,87426.0,T001/rfrid,1.0
1489,87470.0,T001/rfrid,1.0
1490,87471.0,T006/lfrassin,1.0
1491,87471.0,T007/lfrassin,1.0
1492,87474.0,T001/rfrid,1.0
1493,87475.0,T001/rfrid,2.0
1494,87477.0,T002/lfrassin,3.0
1495,87486.0,T007/lfrassin,0.0
1496,87487.0,T010/lfrassin,0.0
1497,87499.0,T002/lfrassin,0.0
1498,87500.0,T001/lfrassin,0.0
1499,87503.0,T001/lfrassin,2.0
1500,87504.0,T001/rfrid,0.0
1501,87505.0,T001/lfrassin,1.0
1502,87505.0,T002/lfrassin,1.0
1503,87506.0,T001/rfrid,0.0
1504,87507.0,T001/lfrassin,0.0
1505,87518.0,T018/lfrassin,2.0
1506,87519.0,T001/rfrid,1.0
1507,87520.0,T001/rfrid,1.0
1508,87521.0,T001/lfrassin,2.0
1509,87524.0,T001/rfrid,1.0
1510,87526.0,T004/lfrassin,2.0
1511,87526.0,T002/lfrassin,2.0
1512,87527.0,T001/rfrid,1.0
1513,87528.0,T001/rfrid,1.0
1514,87560.0,T002/lfrassin,1.0
1515,87563.0,T001/lfrassin,1.0
1516,87564.0,T001/lfrassin,1.0
1517,87565.0,T002/lfrassin,1.0
1518,87566.0,T001/lfrassin,1.0
1519,87568.0,T001/lfrassin,1.0
1520,88961.0,T001/lfrassin,1.0
1521,89062.0,T001/lfrassin,1.0
1522,89064.0,T001/lfrassin,2.0
1523,89073.0,T003/lfrassin,1.0
1524,89073.0,T004/lfrassin,1.0
1525,89074.0,T002/lfrassin,0.0
1526,89075.0,T002/lfrassin,2.0
1527,89077.0,T001/lfrassin,2.0
1528,89081.0,T001/lfrassin,0.0
1529,89082.0,T020/lfrassin,1.0
1530,89084.0,T001/lfrassin,2.0
1531,89085.0,T001/lfrassin,1.0
1532,89086.0,T001/lfrassin,1.0
1533,89087.0,T001/lfrassin,1.0
1534,89088.0,T001/lfrassin,2.0
1535,89089.0,T001/rfrid,1.0
1536,89090.0,T001/rfrid,1.0
1537,89091.0,T001/rfrid,1.0
1538,89092.0,T001/rfrid,1.0
1539,89093.0,T001/rfrid,1.0
1540,89094.0,T001/rfrid,1.0
1541,89095.0,T001/rfrid,1.0
1542,89102.0,T001/rfrid,1.0
1543,89103.0,T002/lfrassin,1.0
1544,89104.0,T004/lfrassin,1.0
1545,89104.0,T005/lfrassin,1.0
1546,89132.0,T005/lfrassin,0.0
1547,89132.0,T006/lfrassin,0.0
1548,89138.0,T003/lfrassin,0.0
1549,89139.0,T003/lfrassin,0.0
1550,89140.0,T006/lfrassin,1.0
1551,89141.0,T006/lfrassin,1.0
1552,89147.0,T001/lfrassin,1.0
1553,89148.0,T001/lfrassin,1.0
1554,89149.0,T001/lfrassin,2.0
1555,89149.0,T002/lfrassin,2.0
1556,89150.0,T002/lfrassin,2.0
1557,89151.0,T001/lfrassin,1.0
1558,89152.0,T003/lfrassin,1.0
1559,89261.0,T001/lfrassin,2.0
1560,89292.0,T003/lfrassin,0.0
1561,89293.0,T004/lfrassin,0.0
1562,89294.0,T010/lfrassin,1.0
1563,89294.0,T009/lfrassin,1.0
1564,89295.0,T003/lfrassin,1.0
1565,89296.0,T003/lfrassin,1.0
1566,89296.0,T004/lfrassin,1.0
1567,89297.0,T006/lfrassin,1.0
1568,89297.0,T007/lfrassin,1.0
1569,89298.0,T003/lfrassin,0.0
1570,89299.0,T003/lfrassin,0.0
1571,89309.0,T001/rfrid,1.0
1572,89310.0,T001/rfrid,1.0
1573,89335.0,T018/lfrassin,1.0
1574,89336.0,T020/lfrassin,1.0
1575,89340.0,T017/lfrassin,2.0
1576,89341.0,T019/lfrassin,1.0
1577,89702.0,T001/lfrassin,1.0
1578,89702.0,T002/lfrassin,1.0
1579,89704.0,T001/lfrassin,1.0
1580,89704.0,T002/lfrassin,1.0
1581,89705.0,T001/lfrassin,1.0
1582,89706.0,T001/lfrassin,2.0
1583,89707.0,T001/lfrassin,1.0
1584,89708.0,T001/lfrassin,1.0
1585,89708.0,T002/lfrassin,1.0
1586,89709.0,T001/lfrassin,1.0
1587,89710.0,T001/lfrassin,1.0
1588,89710.0,T002/lfrassin,1.0
1589,89711.0,T001/lfrassin,1.0
1590,89711.0,T002/lfrassin,1.0
1591,89726.0,T001/lfrassin,1.0
1592,89730.0,T003/lfrassin,1.0
1593,89730.0,T004/lfrassin,1.0
1594,89759.0,T001/lfrassin,0.0
1595,89759.0,T002/lfrassin,0.0
1596,89762.0,T002/lfrassin,2.0
1597,89764.0,T001/lfrassin,2.0
1598,90123.0,T001/lfrassin,2.0
1599,90125.0,T001/lfrassin,2.0
1600,90130.0,T002/lfrassin,1.0
1601,90131.0,T003/lfrassin,1.0
1602,90132.0,T002/lfrassin,1.0
1603,90132.0,T003/lfrassin,1.0
1604,90133.0,T004/lfrassin,1.0
1605,90133.0,T005/lfrassin,1.0
1606,90134.0,T004/lfrassin,1.0
1607,90134.0,T005/lfrassin,1.0
1608,90135.0,T001/lfrassin,1.0
1609,90135.0,T002/lfrassin,1.0
1610,90155.0,T002/lfrassin,1.0
1611,90157.0,T002/lfrassin,0.0
1612,90159.0,T002/lfrassin,0.0
1613,90160.0,T004/lfrassin,1.0
1614,90161.0,T004/lfrassin,1.0
1615,90164.0,T003/lfrassin,1.0
1616,90165.0,T004/lfrassin,1.0
1617,90166.0,T004/lfrassin,1.0
1618,90168.0,T003/lfrassin,0.0
1619,90169.0,T002/lfrassin,1.0
1620,90170.0,T004/lfrassin,1.0
1621,90170.0,T007/lfrassin,1.0
1622,90171.0,T008/lfrassin,1.0
1623,90171.0,T007/lfrassin,1.0
1624,90171.0,T009/lfrassin,1.0
1625,90172.0,T008/lfrassin,1.0
1626,90174.0,T005/lfrassin,1.0
1627,90174.0,T006/lfrassin,1.0
1628,90175.0,T004/lfrassin,1.0
1629,90175.0,T007/lfrassin,1.0
1630,90176.0,T009/lfrassin,1.0
1631,90176.0,T005/lfrassin,1.0
1632,90177.0,T004/lfrassin,2.0
1633,90177.0,T005/lfrassin,2.0
1634,90214.0,T001/lfrassin,0.0
1635,90215.0,T001/lfrassin,1.0
1636,90216.0,T001/lfrassin,1.0
1637,90220.0,T001/lfrassin,1.0
1638,90221.0,T001/lfrassin,1.0
1639,90222.0,T001/lfrassin,1.0
1640,90223.0,T001/lfrassin,2.0
1641,90224.0,T001/lfrassin,1.0
1642,90250.0,T001/lfrassin,2.0
1643,90251.0,T001/lfrassin,0.0
1644,90252.0,T001/lfrassin,2.0
1645,90252.0,T002/lfrassin,2.0
1646,90253.0,T001/lfrassin,2.0
1647,90253.0,T004/lfrassin,2.0
1648,90254.0,T001/lfrassin,2.0
1649,90271.0,T004/lfrassin,1.0
1650,90273.0,T002/lfrassin,1.0
1651,90274.0,T002/lfrassin,1.0
1652,90275.0,T002/lfrassin,1.0
1653,90276.0,T002/lfrassin,1.0
1654,90277.0,T003/lfrassin,1.0
1655,90277.0,T004/lfrassin,1.0
1656,90278.0,T003/lfrassin,1.0
1657,90279.0,T004/lfrassin,2.0
1658,90279.0,T005/lfrassin,2.0
1659,90280.0,T007/lfrassin,1.0
1660,90280.0,T006/lfrassin,1.0
1661,90281.0,T008/lfrassin,2.0
1662,90281.0,T011/lfrassin,2.0
1663,90282.0,T004/lfrassin,1.0
1664,90282.0,T006/lfrassin,1.0
1665,90282.0,T007/lfrassin,1.0
1666,90283.0,T003/lfrassin,1.0
1667,90283.0,T006/lfrassin,1.0
1668,90285.0,T005/lfrassin,2.0
1669,90285.0,T006/lfrassin,2.0
1670,90285.0,T007/lfrassin,2.0
1671,90286.0,T003/lfrassin,1.0
1672,90286.0,T005/lfrassin,1.0
1673,90287.0,T006/lfrassin,1.0
1674,90287.0,T005/lfrassin,1.0
1675,90329.0,T001/lfrassin,1.0
1676,90329.0,T002/lfrassin,1.0
1677,90329.0,T003/lfrassin,1.0
1678,90330.0,T003/lfrassin,2.0
1679,90330.0,T004/lfrassin,2.0
1680,90331.0,T001/lfrassin,1.0
1681,90331.0,T002/lfrassin,1.0
1682,90332.0,T001/lfrassin,0.0
1683,90332.0,T002/lfrassin,0.0
1684,90334.0,T001/lfrassin,2.0
1685,90334.0,T002/lfrassin,2.0
1686,90335.0,T001/lfrassin,2.0
1687,90335.0,T002/lfrassin,2.0
1688,90336.0,T003/lfrassin,2.0
1689,90336.0,T004/lfrassin,2.0
1690,90337.0,T003/lfrassin,2.0
1691,90337.0,T004/lfrassin,2.0
1692,90339.0,T003/lfrassin,1.0
1693,90339.0,T004/lfrassin,1.0
1694,90339.0,T005/lfrassin,1.0
1695,90340.0,T003/lfrassin,1.0
1696,90340.0,T004/lfrassin,1.0
1697,90341.0,T004/lfrassin,3.0
1698,90341.0,T007/lfrassin,3.0
1699,90341.0,T008/lfrassin,3.0
1700,90344.0,T003/lfrassin,1.0
1701,90345.0,T005/lfrassin,3.0
1702,90348.0,T003/lfrassin,1.0
1703,90350.0,T001/lfrassin,0.0
1704,90351.0,T001/lfrassin,0.0
1705,90351.0,T002/lfrassin,0.0
1706,90352.0,T005/lfrassin,1.0
1707,90352.0,T006/lfrassin,1.0
1708,90358.0,T002/lfrassin,2.0
1709,90360.0,T005/lfrassin,1.0
1710,90360.0,T004/lfrassin,1.0
1711,90361.0,T001/lfrassin,0.0
1712,90361.0,T002/lfrassin,0.0
1713,90376.0,T002/lfrassin,1.0
1714,90376.0,T003/lfrassin,1.0
1715,90378.0,T001/rfrid,2.0
1716,90379.0,T001/rfrid,1.0
1717,90380.0,T001/rfrid,1.0
1718,90380.0,T002/rfrid,1.0
1719,90381.0,T001/rfrid,1.0
1720,90381.0,T002/rfrid,1.0
1721,90382.0,T001/rfrid,1.0
1722,90382.0,T002/rfrid,1.0
1723,90383.0,T001/rfrid,1.0
1724,90384.0,T001/rfrid,2.0
1725,90385.0,T001/rfrid,1.0
1726,90385.0,T002/rfrid,1.0
1727,90403.0,T001/rfrid,1.0
1728,90404.0,T002/lfrassin,2.0
1729,90405.0,T005/lfrassin,1.0
1730,90406.0,T005/lfrassin,1.0
1731,90407.0,T002/lfrassin,1.0
1732,90409.0,T001/lfrassin,1.0
1733,90411.0,T001/lfrassin,1.0
1734,90438.0,T002/lfrassin,1.0
1735,90439.0,T001/lfrassin,1.0
1736,90441.0,T001/lfrassin,1.0
1737,90441.0,T002/lfrassin,1.0
1738,90443.0,T003/lfrassin,1.0
1739,90723.0,T001/lfrassin,2.0
1740,90725.0,T001/lfrassin,0.0
1741,90727.0,T003/lfrassin,2.0
1742,90728.0,T001/lfrassin,0.0
1743,90729.0,T001/lfrassin,0.0
1744,90731.0,T001/lfrassin,0.0
1745,91211.0,T002/rfrid,1.0
1746,91213.0,T003/rfrid,1.0
1747,91213.0,T004/rfrid,1.0
1748,91214.0,T002/rfrid,1.0
1749,91215.0,T003/rfrid,1.0
1750,91215.0,T004/rfrid,1.0
1751,91217.0,T002/rfrid,1.0
1752,91226.0,T002/rfrid,1.0
1753,91227.0,T003/rfrid,1.0
1754,91227.0,T004/rfrid,1.0
1755,91229.0,T002/rfrid,1.0
1756,91232.0,T002/lfrassin,1.0
1757,91233.0,T002/rfrid,1.0
1758,91234.0,T004/rfrid,1.0
1759,91234.0,T005/rfrid,1.0
1760,91237.0,T004/rfrid,1.0
1761,91238.0,T003/lfrassin,1.0
1762,91238.0,T004/lfrassin,1.0
1763,91240.0,T003/rfrid,1.0
1764,91240.0,T004/rfrid,1.0
1765,91241.0,T002/lfrassin,1.0
1766,91242.0,T002/rfrid,1.0
1767,91243.0,T003/rfrid,2.0
1768,91243.0,T004/rfrid,2.0
1769,91245.0,T002/rfrid,1.0
1770,91252.0,T002/rfrid,1.0
1771,91263.0,T002/rfrid,1.0
1772,91265.0,T001/lfrassin,1.0
1773,91266.0,T003/rfrid,2.0
1774,91266.0,T004/rfrid,2.0
1775,91267.0,T002/rfrid,1.0
1776,91268.0,T003/rfrid,1.0
1777,91268.0,T004/rfrid,1.0
1778,91269.0,T002/rfrid,2.0
1779,91271.0,T002/rfrid,1.0
1780,91274.0,T003/rfrid,1.0
1781,91274.0,T004/rfrid,1.0
1782,91275.0,T002/rfrid,1.0
1783,91275.0,T003/rfrid,1.0
1784,91275.0,T004/rfrid,1.0
1785,91276.0,T003/rfrid,1.0
1786,91276.0,T004/rfrid,1.0
1787,91341.0,T003/lfrassin,1.0
1788,91341.0,T004/lfrassin,1.0
1789,91343.0,T002/rfrid,1.0
1790,91344.0,T002/rfrid,1.0
1791,91358.0,T002/rfrid,2.0
1792,91361.0,T002/rfrid,1.0
1793,91381.0,T002/rfrid,1.0
1794,91381.0,T003/rfrid,1.0
1795,91382.0,T002/rfrid,1.0
1796,91383.0,T002/lfrassin,1.0
1797,91385.0,T002/rfrid,1.0
1798,91386.0,T002/lfrassin,1.0
1799,91388.0,T003/lfrassin,2.0
1800,91389.0,T003/lfrassin,2.0
1801,91389.0,T004/lfrassin,2.0
1802,91390.0,T001/lfrassin,1.0
1803,91391.0,T002/lfrassin,1.0
1804,91415.0,T002/rfrid,1.0
1805,91416.0,T002/rfrid,1.0
1806,91421.0,T002/rfrid,1.0
1807,91422.0,T002/lfrassin,1.0
1808,91422.0,T003/lfrassin,1.0
1809,91423.0,T001/rfrid,1.0
1810,91424.0,T001/rfrid,1.0
1811,91426.0,T001/lfrassin,1.0
1812,91428.0,T001/rfrid,1.0
1813,91429.0,T001/rfrid,2.0
1814,91430.0,T001/lfrassin,1.0
1815,91447.0,T001/rfrid,1.0
1816,91466.0,T001/rfrid,1.0
1817,91468.0,T001/rfrid,1.0
1818,91469.0,T001/rfrid,1.0
1819,91470.0,T001/rfrid,1.0
1820,91472.0,T001/rfrid,1.0
1821,91473.0,T001/rfrid,1.0
1822,91483.0,T003/rfrid,1.0
1823,91486.0,T003/rfrid,1.0
1824,91486.0,T001/lfrassin,1.0
1825,91488.0,T001/rfrid,1.0
1826,91503.0,T002/lfrassin,1.0
1827,91515.0,T001/rfrid,1.0
1828,91552.0,T001/rfrid,1.0
1829,91554.0,T001/rfrid,1.0
1830,91557.0,T001/lfrassin,1.0
1831,91566.0,T002/rfrid,1.0
1832,91576.0,T002/lfrassin,1.0
1833,91577.0,T002/lfrassin,1.0
1834,91578.0,T002/lfrassin,1.0
1835,91579.0,T002/lfrassin,1.0
1836,91580.0,T002/lfrassin,1.0
1837,91581.0,T002/lfrassin,1.0
1838,91582.0,T002/lfrassin,1.0
1839,91584.0,T002/lfrassin,1.0
1840,91585.0,T002/lfrassin,1.0
1841,91590.0,T002/lfrassin,1.0
1842,91594.0,T001/rfrid,1.0
1843,91596.0,T001/rfrid,1.0
1844,91608.0,T002/lfrassin,1.0
1845,91609.0,T002/lfrassin,1.0
1846,91610.0,T002/lfrassin,1.0
1847,91611.0,T002/lfrassin,1.0
1848,91613.0,T001/rfrid,1.0
1849,91687.0,T001/rfrid,1.0
1850,91735.0,T003/lfrassin,1.0
1851,91742.0,T001/lfrassin,1.0
1852,91745.0,T001/lfrassin,1.0
1853,91747.0,T001/rfrid,1.0
1854,91749.0,T001/rfrid,1.0
1855,91751.0,T001/rfrid,1.0
1856,91752.0,T001/rfrid,1.0
1857,91752.0,T002/rfrid,1.0
1858,91753.0,T001/lfrassin,1.0
1859,91753.0,T002/lfrassin,1.0
1860,91754.0,T001/rfrid,1.0
1861,91754.0,T002/rfrid,1.0
1862,91755.0,T002/rfrid,1.0
1863,91756.0,T001/rfrid,1.0
1864,91756.0,T002/rfrid,1.0
1865,91800.0,T001/rfrid,1.0
1866,91805.0,T001/lfrassin,1.0
1867,91824.0,T003/lfrassin,1.0
1868,91824.0,T004/lfrassin,1.0
1869,91827.0,T001/lfrassin,1.0
1870,91828.0,T001/lfrassin,1.0
1871,91828.0,T003/lfrassin,1.0
1872,91829.0,T002/lfrassin,1.0
1873,91830.0,T002/lfrassin,1.0
1874,91844.0,T001/lfrassin,1.0
1875,91845.0,T001/lfrassin,1.0
1876,91848.0,T001/lfrassin,1.0
1877,91852.0,T002/lfrassin,1.0
1878,91876.0,T001/lfrassin,1.0
1879,91893.0,T001/lfrassin,1.0
1880,91901.0,T002/lfrassin,1.0
1881,91902.0,T001/lfrassin,1.0
1882,91904.0,T002/lfrassin,1.0
1883,91908.0,T002/lfrassin,2.0
1884,91910.0,T001/lfrassin,2.0
1885,91943.0,T001/lfrassin,1.0
1886,91962.0,T002/lfrassin,1.0
1887,91987.0,T002/lfrassin,1.0
1888,91988.0,T005/lfrassin,1.0
1889,91988.0,T006/lfrassin,1.0
1890,91992.0,T001/rfrid,0.0
1891,92001.0,T001/rfrid,0.0
1892,92005.0,T001/rfrid,2.0
1893,92006.0,T001/lfrassin,2.0
1894,92021.0,T001/rfrid,0.0
1895,92022.0,T001/rfrid,0.0
1896,92024.0,T002/lfrassin,1.0
1897,92025.0,T005/lfrassin,1.0
1898,92027.0,T007/lfrassin,1.0
1899,92031.0,T006/lfrassin,2.0
1900,92038.0,T006/lfrassin,1.0
1901,92040.0,T006/lfrassin,2.0
1902,92041.0,T011/lfrassin,1.0
1903,92041.0,T012/lfrassin,1.0
1904,92042.0,T007/lfrassin,1.0
1905,92069.0,T003/lfrassin,3.0
1906,92070.0,T007/lfrassin,2.0
1907,92072.0,T004/lfrassin,2.0
1908,92073.0,T004/lfrassin,1.0
1909,92074.0,T003/lfrassin,0.0
1910,92075.0,T006/lfrassin,1.0
1911,92092.0,T006/lfrassin,1.0
1912,92093.0,T004/lfrassin,1.0
1913,92094.0,T003/lfrassin,1.0
1914,92095.0,T004/lfrassin,1.0
1915,92098.0,T003/lfrassin,2.0
1916,92100.0,T004/lfrassin,2.0
1917,92101.0,T003/lfrassin,0.0
1918,92102.0,T004/lfrassin,1.0
1919,92107.0,T019/lfrassin,2.0
1920,92113.0,T001/rfrid,2.0
1921,92121.0,T001/rfrid,1.0
1922,92123.0,T001/rfrid,0.0
1923,92125.0,T001/rfrid,0.0
1924,92128.0,T001/lfrassin,1.0
1925,92129.0,T001/rfrid,0.0
1926,92130.0,T001/rfrid,0.0
1927,92131.0,T001/rfrid,0.0
1928,92132.0,T001/rfrid,0.0
1929,92133.0,T001/rfrid,0.0
1930,92134.0,T001/rfrid,0.0
1931,92135.0,T001/rfrid,0.0
1932,92136.0,T001/rfrid,0.0
1933,92137.0,T001/rfrid,0.0
1934,92140.0,T001/rfrid,0.0
1935,92141.0,T001/rfrid,0.0
1936,92142.0,T001/rfrid,0.0
1937,92164.0,T001/lfrassin,0.0
1938,92170.0,T001/lfrassin,1.0
1939,92172.0,T001/lfrassin,1.0
1940,92174.0,T001/lfrassin,2.0
1941,92176.0,T001/lfrassin,2.0
1942,92182.0,T004/lfrassin,2.0
1943,92183.0,T005/lfrassin,1.0
1944,92187.0,T003/lfrassin,1.0
1945,92189.0,T005/lfrassin,2.0
1946,92191.0,T004/lfrassin,1.0
1947,92193.0,T003/lfrassin,1.0
1948,92195.0,T003/lfrassin,1.0
1949,92200.0,T006/lfrassin,2.0
1950,92203.0,T001/lfrassin,0.0
1951,92203.0,T002/lfrassin,0.0
1952,92204.0,T003/lfrassin,1.0
1953,92204.0,T004/lfrassin,1.0
1954,92205.0,T002/rfrid,2.0
1955,92207.0,T001/rfrid,1.0
1956,92211.0,T002/lfrassin,2.0
1957,92212.0,T002/lfrassin,2.0
1958,92213.0,T001/rfrid,2.0
1959,92214.0,T001/rfrid,0.0
1960,92215.0,T002/rfrid,2.0
1961,92216.0,T001/rfrid,1.0
1962,92222.0,T002/rfrid,1.0
1963,92223.0,T002/rfrid,1.0
1964,92224.0,T002/rfrid,1.0
1965,92225.0,T001/rfrid,2.0
1966,92226.0,T002/rfrid,2.0
1967,92227.0,T001/lfrassin,2.0
1968,92227.0,T002/lfrassin,2.0
1969,92228.0,T002/rfrid,1.0
1970,92229.0,T002/rfrid,1.0
1971,92230.0,T001/rfrid,0.0
1972,92232.0,T002/rfrid,1.0
1973,92233.0,T001/lfrassin,2.0
1974,92234.0,T002/rfrid,1.0
1975,92235.0,T002/rfrid,2.0
1976,92238.0,T001/rfrid,2.0
1977,92239.0,T002/rfrid,2.0
1978,92240.0,T002/rfrid,2.0
1979,92251.0,T001/rfrid,0.0
1980,92253.0,T002/lfrassin,2.0
1981,92254.0,T002/lfrassin,1.0
1982,92255.0,T001/rfrid,0.0
1983,92260.0,T006/lfrassin,1.0
1984,92261.0,T011/lfrassin,1.0
1985,92261.0,T010/lfrassin,1.0
1986,92262.0,T007/lfrassin,1.0
1987,92265.0,T001/rfrid,0.0
1988,92270.0,T001/rfrid,0.0
1989,92271.0,T001/rfrid,2.0
1990,92272.0,T001/rfrid,1.0
1991,92274.0,T001/rfrid,1.0
1992,92279.0,T001/rfrid,1.0
1993,92280.0,T001/lfrassin,1.0
1994,92281.0,T001/rfrid,1.0
1995,92288.0,T001/lfrassin,2.0
1996,92291.0,T001/lfrassin,1.0
1997,92292.0,T001/lfrassin,1.0
1998,92295.0,T002/lfrassin,1.0
1999,92296.0,T001/rfrid,2.0
2000,92299.0,T001/rfrid,2.0
2001,92300.0,T001/rfrid,2.0
2002,92305.0,T008/lfrassin,1.0
2003,92305.0,T009/lfrassin,1.0
2004,92306.0,T006/lfrassin,1.0
2005,92309.0,T007/lfrassin,1.0
2006,92309.0,T008/lfrassin,1.0
2007,92310.0,T004/lfrassin,0.0
2008,92311.0,T004/lfrassin,0.0
2009,92312.0,T005/lfrassin,0.0
2010,92313.0,T004/lfrassin,2.0
2011,92314.0,T005/lfrassin,2.0
2012,92315.0,T006/lfrassin,1.0
2013,92316.0,T008/lfrassin,1.0
2014,92319.0,T014/lfrassin,1.0
2015,92320.0,T001/rfrid,1.0
2016,92321.0,T004/lfrassin,1.0
2017,92322.0,T004/lfrassin,1.0
2018,92323.0,T007/lfrassin,1.0
2019,92324.0,T001/rfrid,1.0
2020,92325.0,T004/lfrassin,2.0
2021,92326.0,T005/lfrassin,1.0
2022,92346.0,T001/rfrid,1.0
2023,92346.0,T002/rfrid,1.0
2024,92347.0,T002/lfrassin,1.0
2025,92348.0,T001/rfrid,1.0
2026,92352.0,T001/rfrid,1.0
2027,92354.0,T001/rfrid,1.0
2028,92368.0,T001/rfrid,0.0
2029,92369.0,T001/rfrid,0.0
2030,92375.0,T001/lfrassin,0.0
2031,92376.0,T003/lfrassin,2.0
2032,92377.0,T002/lfrassin,0.0
2033,92382.0,T001/lfrassin,0.0
2034,92393.0,T008/lfrassin,2.0
2035,92394.0,T001/rfrid,2.0
2036,92396.0,T005/lfrassin,1.0
2037,92398.0,T001/rfrid,2.0
2038,92399.0,T006/lfrassin,2.0
2039,92401.0,T008/lfrassin,1.0
2040,92402.0,T001/rfrid,0.0
2041,92403.0,T001/rfrid,1.0
2042,92404.0,T004/lfrassin,2.0
2043,92406.0,T027/lfrassin,1.0
2044,92407.0,T005/lfrassin,1.0
2045,92408.0,T004/lfrassin,2.0
2046,92417.0,T001/rfrid,1.0
2047,92418.0,T001/rfrid,1.0
2048,92419.0,T001/lfrassin,1.0
2049,92423.0,T001/lfrassin,2.0
2050,92424.0,T002/lfrassin,2.0
2051,92427.0,T002/lfrassin,2.0
2052,92431.0,T001/lfrassin,1.0
2053,92432.0,T031/lfrassin,2.0
2054,92433.0,T001/rfrid,2.0
2055,92434.0,T002/lfrassin,1.0
2056,92435.0,T002/lfrassin,0.0
2057,92436.0,T001/rfrid,1.0
2058,92437.0,T001/rfrid,2.0
2059,92439.0,T001/lfrassin,1.0
2060,92440.0,T001/lfrassin,0.0
2061,92442.0,T001/lfrassin,1.0
2062,92442.0,T002/lfrassin,1.0
2063,92471.0,T002/lfrassin,1.0
2064,92489.0,T001/rfrid,0.0
2065,93894.0,T003/lfrassin,3.0
2066,93894.0,T004/lfrassin,3.0
2067,94035.0,T002/lfrassin,3.0
2068,94036.0,T003/lfrassin,3.0
2069,94038.0,T007/lfrassin,3.0
2070,94038.0,T008/lfrassin,3.0
2071,94038.0,T006/lfrassin,3.0
