,shot,dda,FLAG:HRTSdatavalidated
716,82875.0,T001/pbilkova,0.0
717,82877.0,T001/pbilkova,0.0
718,82877.0,T001/lfrassin,0.0
719,82878.0,T001/pbilkova,0.0
720,82879.0,T001/pbilkova,0.0
721,82881.0,T001/pbilkova,0.0
722,82881.0,T002/pbilkova,0.0
723,82882.0,T001/pbilkova,0.0
724,82883.0,T001/pbilkova,0.0
725,82883.0,T001/lfrassin,0.0
726,82885.0,T001/pbilkova,0.0
727,82886.0,T001/pbilkova,0.0
728,82887.0,T001/pbilkova,0.0
729,82887.0,T002/pbilkova,0.0
730,82888.0,T001/pbilkova,0.0
731,82889.0,T001/pbilkova,0.0
732,82894.0,T032/lfrassin,1.0
733,82894.0,T033/lfrassin,1.0
734,82897.0,T042/lfrassin,1.0
735,82898.0,T001/pbilkova,1.0
736,82898.0,T002/pbilkova,1.0
737,82900.0,T036/lfrassin,1.0
738,82900.0,T037/lfrassin,1.0
739,82904.0,T005/lfrassin,1.0
740,82905.0,T001/pbilkova,2.0
741,83141.0,T003/lfrassin,3.0
742,83151.0,T002/lfrassin,0.0
743,83153.0,T001/lfrassin,0.0
744,83167.0,T001/pbilkova,2.0
745,83167.0,T002/pbilkova,2.0
746,83167.0,T003/pbilkova,2.0
747,83176.0,T001/pbilkova,1.0
748,83176.0,T002/pbilkova,1.0
749,83177.0,T005/lfrassin,2.0
750,83178.0,T001/pbilkova,1.0
751,83179.0,T001/pbilkova,2.0
752,83180.0,T001/pbilkova,2.0
753,83180.0,T002/pbilkova,2.0
754,83182.0,T001/pbilkova,1.0
755,83183.0,T001/pbilkova,2.0
756,83184.0,T002/pbilkova,1.0
757,83185.0,T005/lfrassin,2.0
758,83185.0,T006/lfrassin,2.0
759,83186.0,T005/lfrassin,2.0
760,83187.0,T001/pbilkova,2.0
761,83188.0,T006/lfrassin,2.0
762,83215.0,T001/lfrassin,3.0
763,83227.0,T001/pbilkova,1.0
764,83229.0,T001/pbilkova,1.0
765,83232.0,T001/lfrassin,2.0
766,83233.0,T001/pbilkova,2.0
767,83234.0,T001/pbilkova,1.0
768,83235.0,T001/pbilkova,2.0
769,83240.0,T003/pbilkova,2.0
770,83240.0,T004/pbilkova,2.0
771,83241.0,T003/lfrassin,2.0
772,83245.0,T001/pbilkova,2.0
773,83245.0,T002/pbilkova,2.0
774,83246.0,T003/lfrassin,1.0
775,83246.0,T002/pbilkova,1.0
776,83247.0,T001/pbilkova,1.0
777,83247.0,T002/pbilkova,1.0
778,83248.0,T003/lfrassin,1.0
779,83249.0,T001/pbilkova,1.0
780,83249.0,T002/pbilkova,1.0
781,83251.0,T001/pbilkova,2.0
782,83251.0,T002/pbilkova,2.0
783,83267.0,T001/pbilkova,1.0
784,83267.0,T002/pbilkova,1.0
785,83268.0,T001/lfrassin,1.0
786,83268.0,T002/lfrassin,1.0
787,83269.0,T003/lfrassin,1.0
788,83269.0,T002/lfrassin,1.0
789,83270.0,T001/lfrassin,1.0
790,83270.0,T002/lfrassin,1.0
791,83276.0,T004/lfrassin,2.0
792,83278.0,T001/lfrassin,1.0
793,83279.0,T001/lfrassin,1.0
794,83286.0,T006/lfrassin,1.0
795,83286.0,T007/lfrassin,1.0
796,83287.0,T001/pbilkova,1.0
797,83287.0,T002/pbilkova,1.0
798,83290.0,T006/lfrassin,2.0
799,83293.0,T001/pbilkova,1.0
800,83294.0,T001/pbilkova,1.0
801,83295.0,T001/pbilkova,2.0
802,83296.0,T001/pbilkova,1.0
803,83297.0,T001/pbilkova,1.0
804,83300.0,T001/pbilkova,1.0
805,83302.0,T003/lfrassin,1.0
806,83302.0,T004/lfrassin,1.0
807,83303.0,T001/pbilkova,1.0
808,83304.0,T001/pbilkova,1.0
809,83306.0,T003/lfrassin,1.0
810,83306.0,T004/lfrassin,1.0
811,83307.0,T001/pbilkova,1.0
812,83308.0,T001/pbilkova,2.0
813,83317.0,T004/lfrassin,2.0
814,83319.0,T004/lfrassin,1.0
815,83320.0,T003/lfrassin,1.0
816,83320.0,T004/lfrassin,1.0
817,83322.0,T001/pbilkova,1.0
818,83323.0,T016/lfrassin,1.0
819,83323.0,T017/lfrassin,1.0
820,83325.0,T001/pbilkova,2.0
821,83328.0,T004/lfrassin,1.0
822,83328.0,T005/lfrassin,1.0
823,83337.0,T001/pbilkova,2.0
824,83338.0,T013/lfrassin,2.0
825,83344.0,T001/pbilkova,1.0
826,83345.0,T001/pbilkova,1.0
827,83346.0,T001/pbilkova,2.0
828,83347.0,T001/pbilkova,1.0
829,83351.0,T005/lfrassin,2.0
830,83351.0,T006/lfrassin,2.0
831,83353.0,T001/pbilkova,1.0
832,83356.0,T003/lfrassin,1.0
833,83357.0,T003/lfrassin,1.0
834,83358.0,T001/pbilkova,1.0
835,83358.0,T002/pbilkova,1.0
836,83359.0,T001/pbilkova,2.0
837,83360.0,T003/lfrassin,2.0
838,83361.0,T001/pbilkova,1.0
839,83362.0,T001/pbilkova,2.0
840,83363.0,T001/pbilkova,0.0
841,83364.0,T001/pbilkova,1.0
842,83365.0,T004/lfrassin,1.0
843,83366.0,T001/pbilkova,2.0
844,83366.0,T002/pbilkova,2.0
845,83367.0,T005/lfrassin,2.0
846,83370.0,T001/pbilkova,2.0
847,83371.0,T003/lfrassin,1.0
848,83393.0,T001/pbilkova,1.0
849,83395.0,T005/lfrassin,1.0
850,83395.0,T006/lfrassin,1.0
851,83396.0,T006/lfrassin,1.0
852,83396.0,T007/lfrassin,1.0
853,83398.0,T001/pbilkova,1.0
854,83409.0,T026/lfrassin,1.0
855,83410.0,T020/lfrassin,1.0
856,83416.0,T019/lfrassin,1.0
857,83420.0,T042/lfrassin,1.0
858,83421.0,T033/lfrassin,2.0
859,83431.0,T007/lfrassin,1.0
860,83431.0,T008/lfrassin,1.0
861,83435.0,T001/pbilkova,2.0
862,83438.0,T001/pbilkova,2.0
863,83438.0,T002/pbilkova,2.0
864,83440.0,T001/lfrassin,0.0
865,83450.0,T008/lfrassin,3.0
866,83450.0,T003/lfrassin,3.0
867,83453.0,T001/lfrassin,0.0
868,83455.0,T001/pbilkova,1.0
869,83455.0,T002/pbilkova,1.0
870,83456.0,T001/pbilkova,1.0
871,83456.0,T002/pbilkova,1.0
872,83457.0,T001/pbilkova,1.0
873,83457.0,T002/pbilkova,1.0
874,83458.0,T001/pbilkova,1.0
875,83459.0,T001/pbilkova,1.0
876,83461.0,T001/lfrassin,1.0
877,83462.0,T001/pbilkova,1.0
878,83462.0,T002/pbilkova,1.0
879,83464.0,T001/pbilkova,1.0
880,83465.0,T001/pbilkova,1.0
881,83466.0,T001/pbilkova,1.0
882,83468.0,T005/lfrassin,1.0
883,83468.0,T008/lfrassin,1.0
884,83468.0,T007/lfrassin,1.0
885,83469.0,T001/pbilkova,1.0
886,83470.0,T004/pbilkova,1.0
887,83470.0,T005/pbilkova,1.0
888,83471.0,T005/lfrassin,1.0
889,83471.0,T006/lfrassin,1.0
890,83472.0,T001/pbilkova,1.0
891,83473.0,T001/pbilkova,1.0
892,83474.0,T001/pbilkova,2.0
893,83476.0,T001/pbilkova,1.0
894,83477.0,T001/pbilkova,1.0
895,83479.0,T004/lfrassin,1.0
896,83480.0,T009/lfrassin,2.0
897,83481.0,T003/lfrassin,1.0
898,83482.0,T001/pbilkova,2.0
899,83485.0,T001/pbilkova,1.0
900,83487.0,T003/lfrassin,1.0
901,83488.0,T004/lfrassin,1.0
902,83490.0,T004/lfrassin,1.0
903,83495.0,T003/lfrassin,1.0
904,83497.0,T003/lfrassin,2.0
905,83498.0,T004/lfrassin,1.0
906,83511.0,T001/lfrassin,0.0
907,83517.0,T005/lfrassin,1.0
908,83524.0,T008/lfrassin,1.0
909,83525.0,T010/lfrassin,1.0
910,83526.0,T012/lfrassin,1.0
911,83527.0,T001/pbilkova,1.0
912,83528.0,T013/lfrassin,1.0
913,83529.0,T007/lfrassin,1.0
914,83530.0,T007/lfrassin,2.0
915,83531.0,T005/lfrassin,2.0
916,83532.0,T021/lfrassin,2.0
917,83533.0,T005/lfrassin,2.0
918,83547.0,T005/lfrassin,1.0
919,83548.0,T001/pbilkova,1.0
920,83550.0,T004/lfrassin,1.0
921,83550.0,T005/lfrassin,1.0
922,83551.0,T008/lfrassin,1.0
923,83553.0,T003/lfrassin,1.0
924,83556.0,T003/lfrassin,1.0
925,83558.0,T001/pbilkova,1.0
926,83560.0,T001/pbilkova,1.0
927,83560.0,T002/pbilkova,1.0
928,83561.0,T001/pbilkova,1.0
929,83562.0,T001/pbilkova,1.0
930,83565.0,T003/lfrassin,1.0
931,83565.0,T005/pbilkova,1.0
932,83566.0,T003/pbilkova,1.0
933,83566.0,T004/pbilkova,1.0
934,83575.0,T007/lfrassin,2.0
935,83576.0,T001/lfrassin,0.0
936,83577.0,T001/lfrassin,0.0
937,83579.0,T003/lfrassin,0.0
938,83579.0,T002/lfrassin,0.0
939,83581.0,T004/lfrassin,1.0
940,83583.0,T001/lfrassin,2.0
941,83583.0,T002/lfrassin,2.0
942,83585.0,T001/pbilkova,1.0
943,83586.0,T003/lfrassin,1.0
944,83586.0,T004/lfrassin,1.0
945,83587.0,T003/lfrassin,1.0
946,83589.0,T004/lfrassin,1.0
947,83592.0,T001/pbilkova,1.0
948,83603.0,T001/pbilkova,1.0
949,83624.0,T001/pbilkova,1.0
950,83625.0,T001/lfrassin,1.0
951,83627.0,T001/pbilkova,1.0
952,83628.0,T001/pbilkova,1.0
953,83630.0,T001/pbilkova,1.0
954,83631.0,T001/lfrassin,1.0
955,83632.0,T001/lfrassin,0.0
956,83633.0,T002/pbilkova,1.0
957,83634.0,T002/pbilkova,0.0
958,83637.0,T003/lfrassin,1.0
959,83640.0,T003/lfrassin,1.0
960,83641.0,T001/pbilkova,1.0
961,83642.0,T001/lfrassin,0.0
962,83643.0,T001/lfrassin,1.0
963,83644.0,T004/lfrassin,1.0
964,83648.0,T003/lfrassin,1.0
965,83650.0,T002/lfrassin,0.0
966,83652.0,T001/lfrassin,0.0
967,83653.0,T001/lfrassin,0.0
968,83654.0,T001/lfrassin,0.0
969,83655.0,T002/lfrassin,0.0
970,83657.0,T001/lfrassin,0.0
971,84459.0,T001/pbilkova,1.0
972,84460.0,T001/pbilkova,1.0
973,84461.0,T001/pbilkova,1.0
974,84463.0,T001/pbilkova,1.0
975,84463.0,T002/pbilkova,1.0
976,84464.0,T002/pbilkova,2.0
977,84465.0,T002/pbilkova,2.0
978,84467.0,T002/pbilkova,2.0
979,84475.0,T001/pbilkova,1.0
980,84477.0,T001/pbilkova,1.0
981,84478.0,T001/pbilkova,1.0
982,84479.0,T001/pbilkova,1.0
983,84479.0,T002/pbilkova,1.0
984,84480.0,T001/pbilkova,1.0
985,84480.0,T001/lfrassin,1.0
986,84481.0,T001/pbilkova,1.0
987,84483.0,T001/pbilkova,1.0
988,84486.0,T004/lfrassin,1.0
989,84486.0,T005/lfrassin,1.0
990,84487.0,T002/lfrassin,1.0
991,84489.0,T002/lfrassin,1.0
992,84490.0,T002/lfrassin,1.0
993,84492.0,T002/lfrassin,1.0
994,84494.0,T002/lfrassin,2.0
995,84502.0,T001/pbilkova,0.0
996,84503.0,T001/pbilkova,0.0
997,84503.0,T002/pbilkova,0.0
998,84504.0,T003/pbilkova,1.0
999,84533.0,T001/lfrassin,2.0
1000,84536.0,T001/pbilkova,1.0
1001,84539.0,T001/pbilkova,1.0
1002,84540.0,T002/lfrassin,1.0
1003,84541.0,T051/lfrassin,1.0
1004,84542.0,T027/lfrassin,1.0
1005,84543.0,T027/lfrassin,1.0
1006,84544.0,T040/lfrassin,1.0
1007,84545.0,T025/lfrassin,1.0
1008,84555.0,T002/lfrassin,1.0
1009,84558.0,T001/pbilkova,1.0
1010,84558.0,T002/pbilkova,1.0
1011,84562.0,T001/pbilkova,1.0
1012,84563.0,T001/lfrassin,1.0
1013,84571.0,T001/pbilkova,1.0
1014,84573.0,T001/pbilkova,1.0
1015,84577.0,T001/pbilkova,1.0
1016,84580.0,T001/pbilkova,1.0
1017,84584.0,T001/pbilkova,0.0
1018,84585.0,T001/pbilkova,0.0
1019,84588.0,T001/pbilkova,2.0
1020,84589.0,T003/lfrassin,1.0
1021,84593.0,T001/pbilkova,2.0
1022,84598.0,T001/pbilkova,1.0
1023,84599.0,T010/lfrassin,2.0
1024,84600.0,T022/lfrassin,2.0
1025,84602.0,T001/pbilkova,1.0
1026,84602.0,T002/pbilkova,1.0
1027,84618.0,T001/lfrassin,0.0
1028,84620.0,T001/lfrassin,0.0
1029,84638.0,T001/pbilkova,1.0
1030,84638.0,T002/pbilkova,1.0
1031,84640.0,T004/lfrassin,1.0
1032,84641.0,T001/pbilkova,1.0
1033,84641.0,T002/pbilkova,1.0
1034,84642.0,T004/lfrassin,1.0
1035,84645.0,T003/lfrassin,1.0
1036,84645.0,T004/lfrassin,1.0
1037,84647.0,T001/pbilkova,1.0
1038,84647.0,T002/pbilkova,1.0
1039,84667.0,T003/pbilkova,1.0
1040,84671.0,T001/lfrassin,0.0
1041,84678.0,T001/lfrassin,0.0
1042,84681.0,T003/lfrassin,2.0
1043,84682.0,T018/lfrassin,2.0
1044,84688.0,T001/pbilkova,0.0
1045,84689.0,T001/pbilkova,0.0
1046,84690.0,T001/pbilkova,0.0
1047,84690.0,T002/pbilkova,0.0
1048,84691.0,T001/pbilkova,0.0
1049,84691.0,T002/pbilkova,0.0
1050,84693.0,T001/pbilkova,0.0
1051,84693.0,T002/pbilkova,0.0
1052,84694.0,T001/pbilkova,0.0
1053,84694.0,T002/pbilkova,0.0
1054,84696.0,T001/pbilkova,0.0
1055,84696.0,T002/pbilkova,0.0
1056,84697.0,T002/lfrassin,0.0
1057,84698.0,T001/pbilkova,0.0
1058,84714.0,T001/pbilkova,1.0
1059,84716.0,T001/lfrassin,2.0
1060,84718.0,T003/lfrassin,1.0
1061,84719.0,T003/lfrassin,1.0
1062,84738.0,T001/pbilkova,1.0
1063,84738.0,T002/pbilkova,1.0
1064,84738.0,T003/pbilkova,1.0
1065,84739.0,T001/lfrassin,1.0
1066,84739.0,T002/lfrassin,1.0
1067,84739.0,T003/lfrassin,1.0
1068,84740.0,T001/pbilkova,1.0
1069,84742.0,T001/pbilkova,1.0
1070,84742.0,T002/pbilkova,1.0
1071,84743.0,T001/pbilkova,1.0
1072,84744.0,T001/pbilkova,1.0
1073,84744.0,T002/pbilkova,1.0
1074,84745.0,T001/pbilkova,1.0
1075,84746.0,T001/pbilkova,1.0
1076,84747.0,T001/lfrassin,2.0
1077,84759.0,T007/lfrassin,1.0
1078,84760.0,T003/lfrassin,1.0
1079,84760.0,T004/lfrassin,1.0
1080,84761.0,T031/lfrassin,1.0
1081,84761.0,T032/lfrassin,1.0
1082,84766.0,T001/pbilkova,2.0
1083,84766.0,T035/lfrassin,2.0
1084,84771.0,T060/lfrassin,2.0
1085,84772.0,T072/lfrassin,2.0
1086,84772.0,T002/pbilkova,2.0
1087,84776.0,T009/lfrassin,1.0
1088,84786.0,T044/lfrassin,1.0
1089,84787.0,T094/lfrassin,1.0
1090,84788.0,T088/lfrassin,1.0
1091,84788.0,T089/lfrassin,1.0
1092,84789.0,T034/lfrassin,1.0
1093,84791.0,T055/lfrassin,1.0
1094,84792.0,T032/lfrassin,1.0
1095,84793.0,T030/lfrassin,1.0
1096,84794.0,T052/lfrassin,1.0
1097,84795.0,T037/lfrassin,1.0
1098,84796.0,T037/lfrassin,1.0
1099,84797.0,T012/lfrassin,1.0
1100,84798.0,T030/lfrassin,1.0
1101,84804.0,T001/lfrassin,1.0
1102,84808.0,T002/lfrassin,2.0
1103,84810.0,T003/lfrassin,1.0
1104,84824.0,T007/lfrassin,1.0
1105,84825.0,T004/lfrassin,0.0
1106,84828.0,T006/lfrassin,2.0
1107,84828.0,T007/lfrassin,2.0
1108,84830.0,T005/lfrassin,1.0
1109,84830.0,T006/lfrassin,1.0
1110,84834.0,T002/lfrassin,1.0
1111,84835.0,T001/pbilkova,1.0
1112,84839.0,T002/lfrassin,2.0
1113,84853.0,T002/lfrassin,2.0
1114,84864.0,T002/lfrassin,1.0
1115,84866.0,T002/lfrassin,1.0
1116,84882.0,T004/lfrassin,0.0
1117,84882.0,T006/lfrassin,0.0
1118,84883.0,T001/lfrassin,0.0
1119,84883.0,T003/lfrassin,0.0
1120,84884.0,T003/lfrassin,1.0
1121,84884.0,T004/lfrassin,1.0
1122,84885.0,T001/lfrassin,0.0
1123,84898.0,T001/lfrassin,2.0
1124,84899.0,T001/pbilkova,1.0
1125,84965.0,T001/lfrassin,2.0
1126,84965.0,T002/lfrassin,2.0
1127,84982.0,T003/pbilkova,1.0
1128,84983.0,T001/lfrassin,2.0
1129,84983.0,T002/lfrassin,2.0
1130,84984.0,T001/lfrassin,2.0
1131,84985.0,T001/lfrassin,0.0
1132,84989.0,T001/pbilkova,2.0
1133,84999.0,T001/pbilkova,2.0
1134,85006.0,T002/pbilkova,1.0
1135,85008.0,T002/lfrassin,1.0
1136,85008.0,T003/lfrassin,1.0
1137,85009.0,T002/pbilkova,1.0
1138,85009.0,T003/pbilkova,1.0
1139,85013.0,T002/pbilkova,2.0
1140,85063.0,T003/lfrassin,0.0
1141,85064.0,T004/lfrassin,0.0
1142,85064.0,T003/lfrassin,0.0
1143,85066.0,T002/lfrassin,0.0
1144,85068.0,T001/lfrassin,0.0
1145,85072.0,T001/lfrassin,0.0
1146,85072.0,T002/lfrassin,0.0
1147,85074.0,T001/lfrassin,0.0
1148,85075.0,T001/lfrassin,0.0
1149,85077.0,T004/lfrassin,1.0
1150,85077.0,T005/lfrassin,1.0
1151,85185.0,T001/pbilkova,3.0
1152,85185.0,T002/pbilkova,3.0
1153,85186.0,T001/pbilkova,1.0
1154,85186.0,T003/pbilkova,1.0
1155,85186.0,T004/pbilkova,1.0
1156,85187.0,T001/pbilkova,1.0
1157,85188.0,T001/pbilkova,2.0
1158,85189.0,T001/pbilkova,1.0
1159,85189.0,T001/lfrassin,1.0
1160,85190.0,T001/pbilkova,0.0
1161,85190.0,T001/lfrassin,0.0
1162,85191.0,T001/pbilkova,2.0
1163,85192.0,T001/pbilkova,1.0
1164,85192.0,T002/pbilkova,1.0
1165,85193.0,T001/lfrassin,1.0
1166,85235.0,T001/pbilkova,1.0
1167,85258.0,T001/pbilkova,1.0
1168,85262.0,T027/lfrassin,1.0
1169,85262.0,T028/lfrassin,1.0
1170,85269.0,T006/lfrassin,1.0
1171,85278.0,T005/lfrassin,1.0
1172,85289.0,T001/pbilkova,0.0
1173,85290.0,T001/pbilkova,2.0
1174,85291.0,T001/pbilkova,2.0
1175,85291.0,T002/pbilkova,2.0
1176,85292.0,T001/pbilkova,2.0
1177,85292.0,T002/pbilkova,2.0
1178,85292.0,T003/pbilkova,2.0
1179,85293.0,T001/pbilkova,0.0
1180,85294.0,T001/pbilkova,0.0
1181,85295.0,T001/pbilkova,0.0
1182,85296.0,T001/pbilkova,1.0
1183,85297.0,T001/pbilkova,1.0
1184,85298.0,T001/pbilkova,1.0
1185,85299.0,T001/pbilkova,1.0
1186,85299.0,T002/pbilkova,1.0
1187,85302.0,T001/pbilkova,1.0
1188,85303.0,T001/pbilkova,1.0
1189,85306.0,T002/pbilkova,1.0
1190,85309.0,T001/lfrassin,1.0
1191,85320.0,T001/pbilkova,1.0
1192,85320.0,T002/pbilkova,1.0
1193,85322.0,T001/lfrassin,1.0
1194,85359.0,T008/lfrassin,2.0
1195,85360.0,T006/lfrassin,2.0
1196,85367.0,T001/lfrassin,1.0
1197,85367.0,T002/lfrassin,1.0
1198,85370.0,T001/lfrassin,1.0
1199,85370.0,T002/lfrassin,1.0
1200,85370.0,T003/lfrassin,1.0
1201,85372.0,T001/pbilkova,1.0
1202,85373.0,T001/pbilkova,1.0
1203,85373.0,T001/lfrassin,1.0
1204,85375.0,T001/lfrassin,1.0
1205,85375.0,T002/lfrassin,1.0
1206,85378.0,T001/pbilkova,1.0
1207,85379.0,T001/pbilkova,2.0
1208,85385.0,T001/pbilkova,2.0
1209,85406.0,T001/pbilkova,1.0
1210,85406.0,T002/pbilkova,1.0
1211,85407.0,T007/lfrassin,1.0
1212,85408.0,T001/pbilkova,2.0
1213,85409.0,T001/pbilkova,2.0
1214,85410.0,T003/lfrassin,1.0
1215,85411.0,T001/pbilkova,1.0
1216,85411.0,T002/pbilkova,1.0
1217,85412.0,T001/pbilkova,1.0
1218,85412.0,T002/pbilkova,1.0
1219,85413.0,T001/pbilkova,2.0
1220,85413.0,T002/pbilkova,2.0
1221,85414.0,T006/lfrassin,2.0
1222,85415.0,T003/pbilkova,1.0
1223,85417.0,T004/pbilkova,2.0
1224,85418.0,T002/pbilkova,1.0
1225,85418.0,T003/pbilkova,1.0
1226,85419.0,T002/pbilkova,1.0
1227,85419.0,T003/pbilkova,1.0
1228,85419.0,T004/pbilkova,1.0
1229,85421.0,T002/pbilkova,0.0
1230,85422.0,T001/pbilkova,0.0
1231,85424.0,T002/pbilkova,2.0
1232,85429.0,T003/pbilkova,0.0
1233,85431.0,T001/pbilkova,1.0
1234,85432.0,T003/lfrassin,1.0
1235,85433.0,T002/pbilkova,0.0
1236,85434.0,T002/pbilkova,0.0
1237,85438.0,T001/pbilkova,1.0
1238,85439.0,T002/lfrassin,1.0
1239,85443.0,T001/pbilkova,2.0
1240,86530.0,T020/lfrassin,1.0
1241,86530.0,T021/lfrassin,1.0
1242,86532.0,T003/lfrassin,1.0
1243,86533.0,T079/lfrassin,1.0
1244,86533.0,T080/lfrassin,1.0
1245,86534.0,T106/lfrassin,2.0
1246,86534.0,T107/lfrassin,2.0
1247,86537.0,T019/lfrassin,1.0
1248,85367.0,T003/lfrassin,1.0
1249,86538.0,T033/lfrassin,1.0
1250,86538.0,T036/lfrassin,1.0
1251,86540.0,T001/pbilkova,1.0
1252,86541.0,T010/lfrassin,2.0
1253,86543.0,T011/lfrassin,1.0
1254,86544.0,T002/lfrassin,0.0
1255,86549.0,T002/lfrassin,1.0
1256,86551.0,T001/lfrassin,0.0
1257,86552.0,T001/lfrassin,0.0
1258,86562.0,T004/pbilkova,2.0
1259,86562.0,T002/pbilkova,2.0
1260,86563.0,T001/pbilkova,1.0
1261,86564.0,T001/lfrassin,0.0
1262,86567.0,T001/pbilkova,1.0
1263,86567.0,T002/pbilkova,1.0
1264,86568.0,T001/pbilkova,2.0
1265,86569.0,T016/lfrassin,1.0
1266,86582.0,T057/lfrassin,2.0
1267,86582.0,T049/lfrassin,2.0
1268,86583.0,T060/lfrassin,2.0
1269,86584.0,T001/pbilkova,1.0
1270,86587.0,T001/pbilkova,2.0
1271,86600.0,T001/lfrassin,1.0
1272,86613.0,T005/lfrassin,1.0
1273,86615.0,T024/lfrassin,0.0
1274,86621.0,T001/pbilkova,0.0
1275,86622.0,T001/pbilkova,2.0
1276,86622.0,T002/pbilkova,2.0
1277,86622.0,T003/pbilkova,2.0
1278,86623.0,T001/pbilkova,2.0
1279,86623.0,T001/lfrassin,2.0
1280,86624.0,T001/pbilkova,2.0
1281,86624.0,T002/pbilkova,2.0
1282,86625.0,T001/pbilkova,1.0
1283,86625.0,T002/pbilkova,1.0
1284,86629.0,T002/pbilkova,2.0
1285,86630.0,T002/pbilkova,2.0
1286,86631.0,T001/pbilkova,1.0
1287,86633.0,T001/lfrassin,0.0
1288,86638.0,T044/lfrassin,1.0
1289,86638.0,T045/lfrassin,1.0
1290,86642.0,T001/pbilkova,1.0
1291,86642.0,T025/lfrassin,1.0
1292,86643.0,T001/pbilkova,1.0
1293,86643.0,T015/lfrassin,1.0
1294,86644.0,T022/lfrassin,2.0
1295,86644.0,T023/lfrassin,2.0
1296,86646.0,T001/pbilkova,2.0
1297,86648.0,T012/lfrassin,1.0
1298,86648.0,T013/lfrassin,1.0
1299,86649.0,T001/pbilkova,1.0
1300,86649.0,T028/lfrassin,1.0
1301,86650.0,T009/lfrassin,1.0
1302,86650.0,T011/lfrassin,1.0
1303,86651.0,T001/pbilkova,1.0
1304,86651.0,T011/lfrassin,1.0
1305,86652.0,T001/pbilkova,1.0
1306,86652.0,T010/lfrassin,1.0
1307,86655.0,T001/pbilkova,2.0
1308,86655.0,T002/pbilkova,2.0
1309,86682.0,T001/pbilkova,1.0
1310,86682.0,T002/pbilkova,1.0
1311,86682.0,T003/pbilkova,1.0
1312,86684.0,T007/lfrassin,1.0
1313,86684.0,T012/lfrassin,1.0
1314,86686.0,T001/pbilkova,2.0
1315,86686.0,T002/pbilkova,2.0
1316,86686.0,T003/pbilkova,2.0
1317,86687.0,T001/pbilkova,1.0
1318,86688.0,T001/pbilkova,2.0
1319,86688.0,T002/pbilkova,2.0
1320,86689.0,T002/pbilkova,1.0
1321,86689.0,T011/lfrassin,1.0
1322,86690.0,T002/pbilkova,1.0
1323,86729.0,T001/rfrid,1.0
1324,86731.0,T001/rfrid,1.0
1325,86732.0,T006/lfrassin,1.0
1326,86733.0,T026/lfrassin,1.0
1327,86734.0,T005/lfrassin,1.0
1328,86735.0,T001/rfrid,1.0
1329,86737.0,T025/lfrassin,1.0
1330,86791.0,T001/lfrassin,1.0
1331,86828.0,T001/lfrassin,1.0
1332,86869.0,T001/rfrid,1.0
1333,86870.0,T001/rfrid,1.0
1334,86871.0,T001/lfrassin,2.0
1335,86872.0,T001/rfrid,1.0
1336,86892.0,T001/lfrassin,1.0
1337,86893.0,T001/rfrid,1.0
1338,86896.0,T002/lfrassin,2.0
1339,86897.0,T001/lfrassin,0.0
1340,86898.0,T001/rfrid,0.0
1341,86899.0,T001/rfrid,0.0
1342,86900.0,T002/lfrassin,0.0
1343,86901.0,T001/rfrid,0.0
1344,86902.0,T001/rfrid,1.0
1345,86903.0,T001/rfrid,1.0
1346,86905.0,T001/rfrid,1.0
1347,86906.0,T001/rfrid,1.0
1348,86908.0,T001/rfrid,1.0
1349,86909.0,T001/rfrid,1.0
1350,86910.0,T001/lfrassin,1.0
1351,86910.0,T003/lfrassin,1.0
1352,86911.0,T001/rfrid,1.0
1353,86912.0,T001/lfrassin,1.0
1354,86917.0,T001/rfrid,2.0
1355,86918.0,T001/rfrid,2.0
1356,86919.0,T001/lfrassin,2.0
1357,86919.0,T002/lfrassin,2.0
1358,86933.0,T001/rfrid,2.0
1359,86934.0,T001/rfrid,1.0
1360,86935.0,T006/lfrassin,2.0
1361,86936.0,T004/lfrassin,1.0
1362,86941.0,T004/lfrassin,1.0
1363,86942.0,T001/rfrid,1.0
1364,86943.0,T001/rfrid,1.0
1365,86944.0,T001/rfrid,1.0
1366,86945.0,T001/rfrid,1.0
1367,86946.0,T021/lfrassin,1.0
1368,86947.0,T001/rfrid,1.0
1369,86982.0,T001/rfrid,1.0
1370,86983.0,T001/rfrid,2.0
1371,86984.0,T001/lfrassin,0.0
1372,86985.0,T001/rfrid,1.0
1373,86986.0,T001/rfrid,2.0
1374,86987.0,T001/rfrid,2.0
1375,86987.0,T002/rfrid,2.0
1376,86988.0,T002/rfrid,2.0
1377,86991.0,T001/lfrassin,2.0
1378,86992.0,T002/rfrid,0.0
1379,86993.0,T002/rfrid,2.0
1380,86994.0,T002/rfrid,0.0
1381,86999.0,T002/lfrassin,1.0
1382,87004.0,T003/lfrassin,1.0
1383,87004.0,T004/lfrassin,1.0
1384,87013.0,T001/rfrid,1.0
1385,87016.0,T003/lfrassin,1.0
1386,87020.0,T003/lfrassin,1.0
1387,87023.0,T001/rfrid,2.0
1388,87025.0,T001/rfrid,2.0
1389,87030.0,T022/lfrassin,1.0
1390,87031.0,T001/rfrid,1.0
1391,87033.0,T025/lfrassin,1.0
1392,87034.0,T003/lfrassin,1.0
1393,87035.0,T001/rfrid,1.0
1394,87052.0,T001/rfrid,0.0
1395,87077.0,T001/rfrid,1.0
1396,87079.0,T001/rfrid,0.0
