trial_id,loss,KLD_mach,KLD_stoch,loss_mp,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,experiment_tag,config.LR,config.mach_latent_dim,config.stoch_latent_dim,config.beta_stoch,config.beta_mach,config.alpha_prof,config.alpha_mach,config.physics,config.gamma_stored_energy,config.encoder_end_dense_size
2a038_00183,0.6445938944816589,73.2989501953125,0.08337990939617157,0.6762603521347046,6.959882736206055,True,,,40.0,8b3d5bbb0efa403dab6b81b549db32a7,2022-04-06_09-57-04,1649228224.0,277.05685663223267,808334.0,adam-der-physiker,192.168.0.9,277.05685663223267,0.0,40.0,"183_encoder_end_dense_size=912,mach_latent_dim=12",0.003,12.0,3.0,0.001,100.0,1.0,1.0,False,0.0,912.0
2a038_00184,0.21082252264022827,45.79335021972656,0.004234543535858393,0.6343690156936646,6.299314022064209,True,,,40.0,47caec7be1764f50918a238fc479882a,2022-04-06_09-57-45,1649228265.0,250.05324125289917,810261.0,adam-der-physiker,192.168.0.9,250.05324125289917,0.0,40.0,"184_encoder_end_dense_size=288,mach_latent_dim=13",0.003,13.0,3.0,0.001,100.0,1.0,1.0,False,0.0,288.0
2a038_00185,0.5017324686050415,30.55492401123047,1.900861382484436,0.5488834977149963,6.295947790145874,True,,,40.0,deb11d8b8003437e9b69624f5ce2eff5,2022-04-06_10-01-21,1649228481.0,254.58981895446777,816282.0,adam-der-physiker,192.168.0.9,254.58981895446777,0.0,40.0,"185_encoder_end_dense_size=464,mach_latent_dim=6",0.003,6.0,3.0,0.001,100.0,1.0,1.0,False,0.0,464.0
2a038_00186,0.20760215818881989,44.0014533996582,0.0717121958732605,0.6375503540039062,6.554027557373047,True,,,40.0,382a9db08aa14e39b8807373ac83111b,2022-04-06_10-02-04,1649228524.0,256.3272638320923,817491.0,adam-der-physiker,192.168.0.9,256.3272638320923,0.0,40.0,"186_encoder_end_dense_size=512,mach_latent_dim=11",0.003,11.0,3.0,0.001,100.0,1.0,1.0,False,0.0,512.0
2a038_00187,0.298565149307251,43.666561126708984,0.001986434916034341,0.4917331635951996,6.248724699020386,True,,,50.0,ee7d4556bed94536a3ff1f48255ca2d6,2022-04-06_10-06-40,1649228800.0,316.97955989837646,823920.0,adam-der-physiker,192.168.0.9,316.97955989837646,0.0,50.0,"187_encoder_end_dense_size=464,mach_latent_dim=10",0.003,10.0,3.0,0.001,100.0,1.0,1.0,False,0.0,464.0
2a038_00188,0.6407412886619568,48.160587310791016,0.009266015142202377,0.6310809850692749,6.5972514152526855,True,,,40.0,69ce39cf9805490cbf39c35d750c27ba,2022-04-06_10-06-31,1649228791.0,264.88652896881104,825223.0,adam-der-physiker,192.168.0.9,264.88652896881104,0.0,40.0,"188_encoder_end_dense_size=656,mach_latent_dim=14",0.003,14.0,3.0,0.001,100.0,1.0,1.0,False,0.0,656.0
2a038_00189,0.2983335852622986,56.89680862426758,0.047760963439941406,0.6422702670097351,6.146329164505005,True,,,40.0,f05eac4175c24295982064271543b5c6,2022-04-06_10-10-44,1649229044.0,250.44800758361816,832948.0,adam-der-physiker,192.168.0.9,250.44800758361816,0.0,40.0,"189_encoder_end_dense_size=336,mach_latent_dim=14",0.003,14.0,3.0,0.001,100.0,1.0,1.0,False,0.0,336.0
2a038_00190,0.29521769285202026,43.55634689331055,1.7330615520477295,0.5032591223716736,6.385854482650757,True,,,50.0,62a62a41118c48e2a20777e4a1ce4bad,2022-04-06_10-12-08,1649229128.0,325.45529985427856,833246.0,adam-der-physiker,192.168.0.9,325.45529985427856,0.0,50.0,"190_encoder_end_dense_size=720,mach_latent_dim=9",0.003,9.0,3.0,0.001,100.0,1.0,1.0,False,0.0,720.0
2a038_00191,0.20610670745372772,23.635080337524414,1.7068225145339966,0.6395610570907593,5.968739032745361,True,,,40.0,a6e81b9ee04b4d798c218486b44e9a77,2022-04-06_10-14-45,1649229285.0,238.9144549369812,840398.0,adam-der-physiker,192.168.0.9,238.9144549369812,0.0,40.0,"191_encoder_end_dense_size=112,mach_latent_dim=7",0.003,7.0,3.0,0.001,100.0,1.0,1.0,False,0.0,112.0
2a038_00192,0.20758213102817535,44.67534255981445,0.9575103521347046,0.635703980922699,6.589319705963135,True,,,40.0,c432270e839642a39a5e240e503c1b78,2022-04-06_10-16-31,1649229391.0,260.4840364456177,842959.0,adam-der-physiker,192.168.0.9,260.4840364456177,0.0,40.0,"192_encoder_end_dense_size=672,mach_latent_dim=8",0.003,8.0,3.0,0.001,100.0,1.0,1.0,False,0.0,672.0
2a038_00193,0.2619340121746063,inf,3.9198532104492188,0.6775746941566467,5.907047510147095,False,,,29.0,2ed431ee1fe041268453635e4d2fd4a4,2022-04-06_10-17-42,1649229462.0,174.92605566978455,847747.0,adam-der-physiker,192.168.0.9,174.92605566978455,0.0,29.0,"193_encoder_end_dense_size=224,mach_latent_dim=7",0.003,7.0,3.0,0.001,100.0,1.0,1.0,False,0.0,224.0
2a038_00194,0.2944341003894806,23.600236892700195,1.688908338546753,0.5202829837799072,5.874368667602539,True,,,50.0,cb9eb84cf1aa45688913e995969747cb,2022-04-06_10-21-36,1649229696.0,302.68934392929077,850913.0,adam-der-physiker,192.168.0.9,302.68934392929077,0.0,50.0,"194_encoder_end_dense_size=240,mach_latent_dim=7",0.003,7.0,3.0,0.001,100.0,1.0,1.0,False,0.0,240.0
2a038_00195,0.11404460668563843,44.285186767578125,1.5078010559082031,0.5433707237243652,6.779262542724609,False,,,17.0,2a3104f6e99a4b05962fcba13416943e,2022-04-06_10-19-45,1649229585.0,118.40488600730896,853230.0,adam-der-physiker,192.168.0.9,118.40488600730896,0.0,17.0,"195_encoder_end_dense_size=992,mach_latent_dim=10",0.003,10.0,3.0,0.001,100.0,1.0,1.0,False,0.0,992.0
2a038_00196,0.07340320199728012,33.939937591552734,3.4084949493408203,0.529287576675415,6.717813014984131,True,,,50.0,8e06a2ee060a4bb5bbc7f42d127909fe,2022-04-06_10-25-23,1649229923.0,333.4277946949005,856853.0,adam-der-physiker,192.168.0.9,333.4277946949005,0.0,50.0,"196_encoder_end_dense_size=736,mach_latent_dim=7",0.003,7.0,3.0,0.001,100.0,1.0,1.0,False,0.0,736.0
2a038_00197,0.08038321882486343,40.47233963012695,3.0155534744262695,0.5313939452171326,7.040120363235474,True,,,50.0,70abe5b44a0241bfaf3b6220cb989b36,2022-04-06_10-27-33,1649230053.0,354.18477177619934,860137.0,adam-der-physiker,192.168.0.9,354.18477177619934,0.0,50.0,"197_encoder_end_dense_size=992,mach_latent_dim=9",0.003,9.0,3.0,0.001,100.0,1.0,1.0,False,0.0,992.0
2a038_00198,0.5018941164016724,28.379446029663086,1.9119482040405273,0.5509673953056335,6.587735414505005,True,,,40.0,22f7ff0b6a81411994dd7dea7a34eddf,2022-04-06_10-29-56,1649230196.0,269.8749506473541,866375.0,adam-der-physiker,192.168.0.9,269.8749506473541,0.0,40.0,"198_encoder_end_dense_size=896,mach_latent_dim=6",0.003,6.0,3.0,0.001,100.0,1.0,1.0,False,0.0,896.0
2a038_00199,0.20550577342510223,42.89836883544922,0.01597552001476288,0.6398422718048096,5.940351247787476,True,,,40.0,03476e28587b4230bb2a0826bd390c2f,2022-04-06_10-31-39,1649230299.0,243.78003311157227,869898.0,adam-der-physiker,192.168.0.9,243.78003311157227,0.0,40.0,"199_encoder_end_dense_size=176,mach_latent_dim=14",0.003,14.0,3.0,0.001,100.0,1.0,1.0,False,0.0,176.0
2a038_00200,0.20891761779785156,31.136119842529297,1.3513559103012085,0.6424007415771484,6.4151060581207275,True,,,40.0,edde1457b2414fd2912f6a155d01e1f9,2022-04-06_10-34-12,1649230452.0,254.0388057231903,874050.0,adam-der-physiker,192.168.0.9,254.0388057231903,0.0,40.0,"200_encoder_end_dense_size=528,mach_latent_dim=6",0.003,6.0,3.0,0.001,100.0,1.0,1.0,False,0.0,528.0
2a038_00201,0.056130290031433105,46.819725036621094,2.78379225730896,0.5087501406669617,6.338868856430054,True,,,50.0,06ccb883fd824d29b2defe264d1e23ea,2022-04-06_10-36-59,1649230619.0,317.93006229400635,877198.0,adam-der-physiker,192.168.0.9,317.93006229400635,0.0,50.0,"201_encoder_end_dense_size=480,mach_latent_dim=10",0.003,10.0,3.0,0.001,100.0,1.0,1.0,False,0.0,480.0
2a038_00202,0.08519793301820755,65.42556762695312,0.9246075749397278,0.512738823890686,7.0272581577301025,False,,,31.0,a1e1eb0f5319420da6934f9872677d36,2022-04-06_10-37-49,1649230669.0,214.7697949409485,881785.0,adam-der-physiker,192.168.0.9,214.7697949409485,0.0,31.0,"202_encoder_end_dense_size=928,mach_latent_dim=9",0.003,9.0,3.0,0.001,100.0,1.0,1.0,False,0.0,928.0
2a038_00203,0.7370564937591553,45.73458480834961,1.1948560313612688e-05,0.5173207521438599,6.499148845672607,True,,,50.0,61cedcff98ae432daf89b7703f62e446,2022-04-06_10-42-23,1649230943.0,322.13194274902344,886511.0,adam-der-physiker,192.168.0.9,322.13194274902344,0.0,50.0,"203_encoder_end_dense_size=560,mach_latent_dim=14",0.003,14.0,3.0,0.001,100.0,1.0,1.0,False,0.0,560.0
2a038_00204,0.20541928708553314,38.40114974975586,0.5594625473022461,0.6319965124130249,6.278907537460327,True,,,40.0,7b710e8fb8ce4310b497d01afd3c1039,2022-04-06_10-42-04,1649230924.0,249.8150565624237,888046.0,adam-der-physiker,192.168.0.9,249.8150565624237,0.0,40.0,"204_encoder_end_dense_size=384,mach_latent_dim=10",0.003,10.0,3.0,0.001,100.0,1.0,1.0,False,0.0,384.0
2a038_00205,0.099325031042099,55.74737548828125,1.9908159971237183,0.5230727195739746,6.61976957321167,False,,,34.0,fedc14b830634ca0aed4ddd47f02e7c4,2022-04-06_10-45-54,1649231154.0,227.37411952018738,895508.0,adam-der-physiker,192.168.0.9,227.37411952018738,0.0,34.0,"205_encoder_end_dense_size=704,mach_latent_dim=11",0.003,11.0,3.0,0.001,100.0,1.0,1.0,False,0.0,704.0
2a038_00206,0.07136569172143936,48.63277053833008,1.1995118856430054,0.5251941680908203,6.662785530090332,True,,,50.0,a5269315bca44f0b84f567cea6fe7f7d,2022-04-06_10-48-06,1649231286.0,340.0328896045685,896114.0,adam-der-physiker,192.168.0.9,340.0328896045685,0.0,50.0,"206_encoder_end_dense_size=832,mach_latent_dim=10",0.003,10.0,3.0,0.001,100.0,1.0,1.0,False,0.0,832.0
2a038_00207,0.2985932528972626,32.887691497802734,0.0016915749292820692,0.5239449143409729,6.036070108413696,True,,,50.0,9a5942f260a146638162e391bad14eb0,2022-04-06_10-51-04,1649231464.0,304.83459758758545,902032.0,adam-der-physiker,192.168.0.9,304.83459758758545,0.0,50.0,"207_encoder_end_dense_size=256,mach_latent_dim=9",0.003,9.0,3.0,0.001,100.0,1.0,1.0,False,0.0,256.0
2a038_00208,0.7366558909416199,36.88203048706055,2.560391294537112e-06,0.6311659812927246,6.765444040298462,True,,,40.0,49a5ff0b663c48f787ceb0e8b3f920c0,2022-04-06_10-52-35,1649231555.0,266.44957852363586,905831.0,adam-der-physiker,192.168.0.9,266.44957852363586,0.0,40.0,"208_encoder_end_dense_size=688,mach_latent_dim=14",0.003,14.0,3.0,0.001,100.0,1.0,1.0,False,0.0,688.0
2a038_00209,0.22293910384178162,49.456268310546875,0.006502280943095684,0.6379203796386719,6.682730436325073,False,,,32.0,ebadcf32a6c84141afa657945d7ddf40,2022-04-06_10-54-42,1649231682.0,215.9104447364807,911110.0,adam-der-physiker,192.168.0.9,215.9104447364807,0.0,32.0,"209_encoder_end_dense_size=736,mach_latent_dim=14",0.003,14.0,3.0,0.001,100.0,1.0,1.0,False,0.0,736.0
2a038_00210,0.495620459318161,32.33268737792969,1.3752446174621582,0.5213159918785095,6.253747940063477,True,,,50.0,5cabc53259dd459d9010f894e20f805d,2022-04-06_10-57-53,1649231873.0,316.1320888996124,913605.0,adam-der-physiker,192.168.0.9,316.1320888996124,0.0,50.0,"210_encoder_end_dense_size=448,mach_latent_dim=7",0.003,7.0,3.0,0.001,100.0,1.0,1.0,False,0.0,448.0
2a038_00211,0.06021754816174507,57.96587371826172,0.3698580265045166,0.5205183029174805,6.273889780044556,True,,,50.0,bd6283c24ad142518169916a578ebbd6,2022-04-06_11-00-02,1649232002.0,312.93529868125916,917457.0,adam-der-physiker,192.168.0.9,312.93529868125916,0.0,50.0,"211_encoder_end_dense_size=480,mach_latent_dim=11",0.003,11.0,3.0,0.001,100.0,1.0,1.0,False,0.0,480.0
2a038_00212,0.06785524636507034,22.19580078125,3.532747983932495,0.5204592943191528,5.975773811340332,True,,,50.0,1e5e4991fc9342f68a4f13fa3fce0581,2022-04-06_11-02-56,1649232176.0,300.83964347839355,923080.0,adam-der-physiker,192.168.0.9,300.83964347839355,0.0,50.0,"212_encoder_end_dense_size=224,mach_latent_dim=6",0.003,6.0,3.0,0.001,100.0,1.0,1.0,False,0.0,224.0
2a038_00213,0.7366339564323425,47.74961853027344,2.8324984668870457e-06,0.494986355304718,6.598424673080444,True,,,50.0,94f0ef795b4b4848a08795ee2f77b185,2022-04-06_11-05-35,1649232335.0,330.77884435653687,927052.0,adam-der-physiker,192.168.0.9,330.77884435653687,0.0,50.0,"213_encoder_end_dense_size=688,mach_latent_dim=12",0.003,12.0,3.0,0.001,100.0,1.0,1.0,False,0.0,688.0
2a038_00214,0.2996372878551483,51.260284423828125,1.7230126857757568,0.493133544921875,6.6172568798065186,True,,,50.0,02cfe9d2aec44646933112c033cdba89,2022-04-06_11-08-36,1649232516.0,337.1536476612091,932291.0,adam-der-physiker,192.168.0.9,337.1536476612091,0.0,50.0,"214_encoder_end_dense_size=768,mach_latent_dim=9",0.003,9.0,3.0,0.001,100.0,1.0,1.0,False,0.0,768.0
2a038_00215,0.21190065145492554,100.43484497070312,0.11051841825246811,0.6391639709472656,6.42598819732666,False,,,28.0,6ffae1d406094d9da609358d1dd6005e,2022-04-06_11-08-43,1649232523.0,185.62276649475098,936693.0,adam-der-physiker,192.168.0.9,185.62276649475098,0.0,28.0,"215_encoder_end_dense_size=640,mach_latent_dim=13",0.003,13.0,3.0,0.001,100.0,1.0,1.0,False,0.0,640.0
2a038_00216,0.3043690025806427,65.1694564819336,0.5843960046768188,0.6627626419067383,6.687867879867554,False,,,28.0,d14a67c826734d8681ff8ba6e4befdbe,2022-04-06_11-11-48,1649232708.0,189.61865305900574,941810.0,adam-der-physiker,192.168.0.9,189.61865305900574,0.0,28.0,"216_encoder_end_dense_size=800,mach_latent_dim=11",0.003,11.0,3.0,0.001,100.0,1.0,1.0,False,0.0,800.0
2a038_00217,0.05843761935830116,47.73436737060547,1.265022873878479,0.4946468472480774,6.267554521560669,True,,,50.0,696a58fa79844025a4a8263c25ac013f,2022-04-06_11-14-04,1649232844.0,317.97676062583923,942065.0,adam-der-physiker,192.168.0.9,317.97676062583923,0.0,50.0,"217_encoder_end_dense_size=512,mach_latent_dim=12",0.003,12.0,3.0,0.001,100.0,1.0,1.0,False,0.0,512.0
2a038_00218,0.0647386834025383,40.701297760009766,1.6429489850997925,0.5018019676208496,5.813872337341309,True,,,50.0,b88e7c0059db457eaec7b3b716b6d850,2022-04-06_11-16-45,1649233005.0,294.19476199150085,947419.0,adam-der-physiker,192.168.0.9,294.19476199150085,0.0,50.0,"218_encoder_end_dense_size=144,mach_latent_dim=13",0.003,13.0,3.0,0.001,100.0,1.0,1.0,False,0.0,144.0
2a038_00219,0.09532016515731812,inf,3.1584925651550293,0.5515671372413635,6.315496206283569,False,,,25.0,ddaa4b3521a84a71a0017d1e4addce7b,2022-04-06_11-16-48,1649233008.0,162.06638145446777,951589.0,adam-der-physiker,192.168.0.9,162.06638145446777,0.0,25.0,"219_encoder_end_dense_size=672,mach_latent_dim=12",0.003,12.0,3.0,0.001,100.0,1.0,1.0,False,0.0,672.0
2a038_00220,0.06118335574865341,63.5953369140625,1.3117494583129883,0.5146491527557373,6.546306610107422,True,,,50.0,c87b98724d83404d86be0253defa4120,2022-04-06_11-22-11,1649233331.0,322.98922538757324,956500.0,adam-der-physiker,192.168.0.9,322.98922538757324,0.0,50.0,"220_encoder_end_dense_size=592,mach_latent_dim=12",0.003,12.0,3.0,0.001,100.0,1.0,1.0,False,0.0,592.0
2a038_00221,0.2136538028717041,39.55567169189453,0.014863112010061741,0.6408504247665405,5.926134824752808,True,,,40.0,af7cd3e5e09b4903bb7b8bc6e56648b7,2022-04-06_11-20-50,1649233250.0,239.44985222816467,956618.0,adam-der-physiker,192.168.0.9,239.44985222816467,0.0,40.0,"221_encoder_end_dense_size=256,mach_latent_dim=8",0.003,8.0,3.0,0.001,100.0,1.0,1.0,False,0.0,256.0
2a038_00222,0.09111600369215012,58.93494415283203,0.05650835484266281,0.5268023014068604,6.57316780090332,True,,,50.0,c310fb1965a54d53adb34f93e4c24550,2022-04-06_11-26-25,1649233585.0,332.1482081413269,964005.0,adam-der-physiker,192.168.0.9,332.1482081413269,0.0,50.0,"222_encoder_end_dense_size=528,mach_latent_dim=14",0.003,14.0,3.0,0.001,100.0,1.0,1.0,False,0.0,528.0
2a038_00223,0.08816318958997726,39.11427688598633,2.158189296722412,0.5162419676780701,6.553723096847534,True,,,50.0,fa09dd7693c14dca90f8060c78942012,2022-04-06_11-27-42,1649233662.0,329.29482436180115,966340.0,adam-der-physiker,192.168.0.9,329.29482436180115,0.0,50.0,"223_encoder_end_dense_size=656,mach_latent_dim=8",0.003,8.0,3.0,0.001,100.0,1.0,1.0,False,0.0,656.0
2a038_00224,0.5017324686050415,30.55492401123047,1.900861382484436,0.5488834977149963,6.163944721221924,True,,,40.0,c72e0e6b55d1407994a7b0f7d13dd337,2022-04-06_11-30-38,1649233838.0,250.83483576774597,973607.0,adam-der-physiker,192.168.0.9,250.83483576774597,0.0,40.0,"224_encoder_end_dense_size=464,mach_latent_dim=6",0.003,6.0,3.0,0.001,100.0,1.0,1.0,False,0.0,464.0
2a038_00225,0.08635560423135757,33.77138137817383,0.670337975025177,0.54046231508255,5.688788414001465,True,,,50.0,de41bac994334b8eab2f4bab0b1be0f6,2022-04-06_11-32-35,1649233955.0,290.2061433792114,975836.0,adam-der-physiker,192.168.0.9,290.2061433792114,0.0,50.0,"225_encoder_end_dense_size=80,mach_latent_dim=12",0.003,12.0,3.0,0.001,100.0,1.0,1.0,False,0.0,80.0
2a038_00226,0.2967405915260315,22.855663299560547,0.8009587526321411,0.6453109383583069,5.837377071380615,True,,,40.0,2ee1e0232780471da40fd3234319a358,2022-04-06_11-34-36,1649234076.0,234.9834017753601,981334.0,adam-der-physiker,192.168.0.9,234.9834017753601,0.0,40.0,"226_encoder_end_dense_size=192,mach_latent_dim=6",0.003,6.0,3.0,0.001,100.0,1.0,1.0,False,0.0,192.0
2a038_00227,0.49132201075553894,34.26105499267578,0.5155661106109619,0.5211566686630249,6.078870058059692,True,,,50.0,a134e2e6cb7c4243b9852a5fe8658f9f,2022-04-06_11-37-46,1649234266.0,309.22396516799927,985136.0,adam-der-physiker,192.168.0.9,309.22396516799927,0.0,50.0,"227_encoder_end_dense_size=304,mach_latent_dim=10",0.003,10.0,3.0,0.001,100.0,1.0,1.0,False,0.0,304.0
2a038_00228,0.22206373512744904,67.37152862548828,1.007830262184143,0.6498025059700012,6.4376232624053955,False,,,12.0,fbce0ea37a3a40c6992904da341db3fc,2022-04-06_11-35-57,1649234157.0,78.83177185058594,988913.0,adam-der-physiker,192.168.0.9,78.83177185058594,0.0,12.0,"228_encoder_end_dense_size=624,mach_latent_dim=13",0.003,13.0,3.0,0.001,100.0,1.0,1.0,False,0.0,624.0
2a038_00229,0.7368700504302979,36.15679931640625,1.923719082697062e-06,0.5073560476303101,6.348320484161377,True,,,50.0,941d7f38370a4b70a53fa2005da09f41,2022-04-06_11-41-24,1649234484.0,319.3556218147278,991469.0,adam-der-physiker,192.168.0.9,319.3556218147278,0.0,50.0,"229_encoder_end_dense_size=496,mach_latent_dim=10",0.003,10.0,3.0,0.001,100.0,1.0,1.0,False,0.0,496.0
2a038_00230,0.05448208749294281,51.18770217895508,0.33434244990348816,0.49537748098373413,6.247402906417847,False,,,45.0,b0811f4fedcf47b7a5b5969160e7a20f,2022-04-06_11-42-34,1649234554.0,285.2565438747406,994534.0,adam-der-physiker,192.168.0.9,285.2565438747406,0.0,45.0,"230_encoder_end_dense_size=400,mach_latent_dim=12",0.003,12.0,3.0,0.001,100.0,1.0,1.0,False,0.0,400.0
2a038_00231,0.07592350244522095,49.7274284362793,1.4326701164245605,0.543792724609375,6.3599443435668945,True,,,40.0,3af2b3c62d4a40d28e5e62420df73b31,2022-04-06_11-45-45,1649234745.0,258.62611842155457,1001004.0,adam-der-physiker,192.168.0.9,258.62611842155457,0.0,40.0,"231_encoder_end_dense_size=576,mach_latent_dim=12",0.003,12.0,3.0,0.001,100.0,1.0,1.0,False,0.0,576.0
2a038_00232,0.297316312789917,48.202728271484375,1.6148550510406494,0.5346682071685791,5.921583414077759,True,,,50.0,daf1c3e318a64c109b38c3983a0584a3,2022-04-06_11-47-34,1649234854.0,296.39682269096375,1003094.0,adam-der-physiker,192.168.0.9,296.39682269096375,0.0,50.0,"232_encoder_end_dense_size=96,mach_latent_dim=11",0.003,11.0,3.0,0.001,100.0,1.0,1.0,False,0.0,96.0
2a038_00233,0.20718663930892944,31.661808013916016,1.6936434507369995,0.6325734853744507,6.559494256973267,True,,,40.0,718c0edd542a453b99b30a2fbd8a252c,2022-04-06_11-50-07,1649235007.0,259.54249119758606,1008874.0,adam-der-physiker,192.168.0.9,259.54249119758606,0.0,40.0,"233_encoder_end_dense_size=624,mach_latent_dim=6",0.003,6.0,3.0,0.001,100.0,1.0,1.0,False,0.0,624.0
2a038_00234,0.295210063457489,56.357852935791016,0.02819792926311493,0.48559385538101196,6.975885629653931,True,,,50.0,82ceb1edda6f4320b8bebbce7648f8bf,2022-04-06_11-53-28,1649235208.0,351.6716697216034,1012248.0,adam-der-physiker,192.168.0.9,351.6716697216034,0.0,50.0,"234_encoder_end_dense_size=960,mach_latent_dim=12",0.003,12.0,3.0,0.001,100.0,1.0,1.0,False,0.0,960.0
2a038_00235,0.0676845908164978,63.270938873291016,0.9789367914199829,0.5195008516311646,6.737801790237427,True,,,50.0,5d6a99381c2f4326b7678e0dd46333e0,2022-04-06_11-55-52,1649235352.0,342.78637194633484,1016533.0,adam-der-physiker,192.168.0.9,342.78637194633484,0.0,50.0,"235_encoder_end_dense_size=800,mach_latent_dim=10",0.003,10.0,3.0,0.001,100.0,1.0,1.0,False,0.0,800.0
2a038_00236,0.06892953813076019,70.38897705078125,1.4056971073150635,0.5065827369689941,6.795880079269409,True,,,50.0,7eac4734d82448f9a0e7e7ea029a6a21,2022-04-06_11-59-13,1649235553.0,343.3561351299286,1021925.0,adam-der-physiker,192.168.0.9,343.3561351299286,0.0,50.0,"236_encoder_end_dense_size=832,mach_latent_dim=11",0.003,11.0,3.0,0.001,100.0,1.0,1.0,False,0.0,832.0
2a038_00237,0.7371425628662109,44.852752685546875,3.003574238391593e-05,0.5026761889457703,6.323407888412476,True,,,50.0,c3447e6c807b4f468335e43317c0959d,2022-04-06_12-01-15,1649235675.0,320.2242624759674,1025925.0,adam-der-physiker,192.168.0.9,320.2242624759674,0.0,50.0,"237_encoder_end_dense_size=480,mach_latent_dim=13",0.003,13.0,3.0,0.001,100.0,1.0,1.0,False,0.0,480.0
2a038_00238,0.7369677424430847,38.49000930786133,2.6531015464570373e-06,0.4995076656341553,5.964616298675537,True,,,50.0,36cd1cdd4ae7462588f2c8fb0c46ac7f,2022-04-06_12-04-24,1649235864.0,307.72201895713806,1031639.0,adam-der-physiker,192.168.0.9,307.72201895713806,0.0,50.0,"238_encoder_end_dense_size=288,mach_latent_dim=14",0.003,14.0,3.0,0.001,100.0,1.0,1.0,False,0.0,288.0
2a038_00239,0.23720970749855042,48.12529373168945,0.6727696657180786,0.6559999585151672,6.349204778671265,False,,,28.0,39647dccf06a4eedaa763bf9d74f44b9,2022-04-06_12-04-17,1649235857.0,179.76677322387695,1035358.0,adam-der-physiker,192.168.0.9,179.76677322387695,0.0,28.0,"239_encoder_end_dense_size=560,mach_latent_dim=8",0.003,8.0,3.0,0.001,100.0,1.0,1.0,False,0.0,560.0
2a038_00240,0.6453354358673096,31.337499618530273,0.003893974469974637,0.6523853540420532,6.4096314907073975,True,,,40.0,57844807383d434bb38489d447d469c8,2022-04-06_12-08-34,1649236114.0,254.49166798591614,1040841.0,adam-der-physiker,192.168.0.9,254.49166798591614,0.0,40.0,"240_encoder_end_dense_size=448,mach_latent_dim=10",0.003,10.0,3.0,0.001,100.0,1.0,1.0,False,0.0,448.0
2a038_00241,0.7370279431343079,51.10661315917969,6.7799323915096465e-06,0.5072584748268127,6.861011743545532,True,,,50.0,110eab2dc9d4424fb92e92c9b58834c2,2022-04-06_12-10-07,1649236207.0,341.54228830337524,1041049.0,adam-der-physiker,192.168.0.9,341.54228830337524,0.0,50.0,"241_encoder_end_dense_size=832,mach_latent_dim=14",0.003,14.0,3.0,0.001,100.0,1.0,1.0,False,0.0,832.0
2a038_00242,0.2985932528972626,32.887691497802734,0.0016915749292820692,0.5239449143409729,5.938036203384399,True,,,50.0,52dc8f8d4cd740fca037b245fe395ce3,2022-04-06_12-13-39,1649236419.0,302.7354452610016,1048232.0,adam-der-physiker,192.168.0.9,302.7354452610016,0.0,50.0,"242_encoder_end_dense_size=256,mach_latent_dim=9",0.003,9.0,3.0,0.001,100.0,1.0,1.0,False,0.0,256.0
2a038_00243,0.06553059816360474,43.612152099609375,0.8524309992790222,0.5046810507774353,6.273921012878418,True,,,50.0,e8a0ab16a6284e66927508375bcef880,2022-04-06_12-15-27,1649236527.0,316.7002103328705,1050935.0,adam-der-physiker,192.168.0.9,316.7002103328705,0.0,50.0,"243_encoder_end_dense_size=464,mach_latent_dim=12",0.003,12.0,3.0,0.001,100.0,1.0,1.0,False,0.0,464.0
2a038_00244,0.49572882056236267,48.19098663330078,0.03005562536418438,0.5272718667984009,6.442922353744507,False,,,19.0,5af96ebec9d54ca79922f7f2050a0d6a,2022-04-06_12-15-48,1649236548.0,126.07631230354309,1057451.0,adam-der-physiker,192.168.0.9,126.07631230354309,0.0,19.0,"244_encoder_end_dense_size=720,mach_latent_dim=11",0.003,11.0,3.0,0.001,100.0,1.0,1.0,False,0.0,720.0
2a038_00245,0.22092275321483612,43.710208892822266,0.05995817109942436,0.6376990675926208,6.069864273071289,True,,,40.0,152f62d6e53d41b5a416bd2bf41cf5fc,2022-04-06_12-19-39,1649236779.0,249.73310041427612,1060552.0,adam-der-physiker,192.168.0.9,249.73310041427612,0.0,40.0,"245_encoder_end_dense_size=432,mach_latent_dim=8",0.003,8.0,3.0,0.001,100.0,1.0,1.0,False,0.0,432.0
2a038_00246,0.09532016515731812,inf,3.1584925651550293,0.5515671372413635,6.390627384185791,False,,,25.0,7e4ddf9c4b65415384067060455cf032,2022-04-06_12-18-39,1649236719.0,163.07553887367249,1061323.0,adam-der-physiker,192.168.0.9,163.07553887367249,0.0,25.0,"246_encoder_end_dense_size=672,mach_latent_dim=12",0.003,12.0,3.0,0.001,100.0,1.0,1.0,False,0.0,672.0
2a038_00247,0.737257719039917,30.81475830078125,2.668011347850552e-06,0.6399213671684265,5.9606006145477295,True,,,40.0,a4d1512c8b0443baaa4c229f58b1ed89,2022-04-06_12-22-38,1649236958.0,236.184086561203,1066281.0,adam-der-physiker,192.168.0.9,236.184086561203,0.0,40.0,"247_encoder_end_dense_size=208,mach_latent_dim=13",0.003,13.0,3.0,0.001,100.0,1.0,1.0,False,0.0,208.0
