trial_id,loss,KLD_mach,KLD_stoch,loss_mp,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,experiment_tag,config.LR,config.mach_latent_dim,config.stoch_latent_dim,config.beta_stoch,config.beta_mach,config.alpha_prof,config.alpha_mach,config.physics,config.gamma_stored_energy,config.encoder_end_dense_size
2a038_00248,0.642453670501709,28.623836517333984,0.005579208489507437,0.6423320174217224,5.9950385093688965,True,,,40.0,aac4a8ec81ec4fb6a62308805d932ba7,2022-04-06_12-23-37,1649237017.0,236.3564805984497,1068101.0,adam-der-physiker,192.168.0.9,236.3564805984497,0.0,40.0,"248_encoder_end_dense_size=192,mach_latent_dim=10",0.003,10.0,3.0,0.001,100.0,1.0,1.0,False,0.0,192.0
2a038_00249,0.05941867083311081,52.97463607788086,0.3120487332344055,0.5053842067718506,6.6202027797698975,True,,,50.0,2237d94e395648659b5dc16d26ce5e29,2022-04-06_12-28-16,1649237296.0,336.32207441329956,1073902.0,adam-der-physiker,192.168.0.9,336.32207441329956,0.0,50.0,"249_encoder_end_dense_size=848,mach_latent_dim=14",0.003,14.0,3.0,0.001,100.0,1.0,1.0,False,0.0,848.0
2a038_00250,0.06733328104019165,70.28681182861328,0.158036008477211,0.5343741774559021,5.974460124969482,True,,,50.0,bfa886cb0ddc4b3b94cb291eae84b24d,2022-04-06_12-28-45,1649237325.0,305.54692220687866,1075680.0,adam-der-physiker,192.168.0.9,305.54692220687866,0.0,50.0,"250_encoder_end_dense_size=272,mach_latent_dim=12",0.003,12.0,3.0,0.001,100.0,1.0,1.0,False,0.0,272.0
2a038_00251,0.20840111374855042,38.384090423583984,0.01723616197705269,0.6435555219650269,5.8335394859313965,True,,,40.0,7ef6d78c0d74456aa87553a3be3f11a3,2022-04-06_12-32-13,1649237533.0,234.25317454338074,1083877.0,adam-der-physiker,192.168.0.9,234.25317454338074,0.0,40.0,"251_encoder_end_dense_size=112,mach_latent_dim=14",0.003,14.0,3.0,0.001,100.0,1.0,1.0,False,0.0,112.0
2a038_00252,0.21072982251644135,34.88274383544922,0.05576196312904358,0.640522837638855,5.949025630950928,True,,,40.0,b42e8fd98be848928c78a32eb8dfa176,2022-04-06_12-32-45,1649237565.0,237.67841172218323,1084787.0,adam-der-physiker,192.168.0.9,237.67841172218323,0.0,40.0,"252_encoder_end_dense_size=224,mach_latent_dim=11",0.003,11.0,3.0,0.001,100.0,1.0,1.0,False,0.0,224.0
2a038_00253,0.06499006599187851,34.261474609375,3.0969600677490234,0.5256482362747192,6.4639341831207275,True,,,50.0,5bb8595070dc41978f787f5b50fa091d,2022-04-06_12-37-38,1649237858.0,322.92889738082886,1091395.0,adam-der-physiker,192.168.0.9,322.92889738082886,0.0,50.0,"253_encoder_end_dense_size=640,mach_latent_dim=7",0.003,7.0,3.0,0.001,100.0,1.0,1.0,False,0.0,640.0
2a038_00254,0.29998305439949036,52.59904098510742,0.0054253749549388885,0.5111080408096313,6.7558019161224365,True,,,50.0,d7d8e084e1414f3d8dfa2046306ba141,2022-04-06_12-38-28,1649237908.0,340.68144178390503,1092393.0,adam-der-physiker,192.168.0.9,340.68144178390503,0.0,50.0,"254_encoder_end_dense_size=848,mach_latent_dim=12",0.003,12.0,3.0,0.001,100.0,1.0,1.0,False,0.0,848.0
2a038_00255,0.7368022203445435,27.190296173095703,2.0858581137872534e-06,0.526769757270813,6.064358472824097,True,,,50.0,98ab5bbd8a754d0a94ceb35bc3c64c09,2022-04-06_12-42-36,1649238156.0,295.40173411369324,1100716.0,adam-der-physiker,192.168.0.9,295.40173411369324,0.0,50.0,"255_encoder_end_dense_size=144,mach_latent_dim=10",0.003,10.0,3.0,0.001,100.0,1.0,1.0,False,0.0,144.0
2a038_00256,0.07563439756631851,48.68902587890625,4.349903106689453,0.5428079962730408,6.859661102294922,True,,,40.0,f322495ba92549c8bd6038c84b7a9547,2022-04-06_12-42-57,1649238177.0,266.1381461620331,1102177.0,adam-der-physiker,192.168.0.9,266.1381461620331,0.0,40.0,"256_encoder_end_dense_size=880,mach_latent_dim=6",0.003,6.0,3.0,0.001,100.0,1.0,1.0,False,0.0,880.0
2a038_00257,0.21513152122497559,47.88538360595703,0.005589792039245367,0.6465136408805847,5.854479551315308,True,,,40.0,45bc41535e7546fabb273a9460634b8d,2022-04-06_12-46-33,1649238393.0,234.8101086616516,1109685.0,adam-der-physiker,192.168.0.9,234.8101086616516,0.0,40.0,"257_encoder_end_dense_size=128,mach_latent_dim=14",0.003,14.0,3.0,0.001,100.0,1.0,1.0,False,0.0,128.0
2a038_00258,0.08635560423135757,33.77138137817383,0.670337975025177,0.54046231508255,5.81440281867981,True,,,50.0,b8b51998fe264080890c99fd0a632062,2022-04-06_12-47-53,1649238473.0,294.46707797050476,1110266.0,adam-der-physiker,192.168.0.9,294.46707797050476,0.0,50.0,"258_encoder_end_dense_size=80,mach_latent_dim=12",0.003,12.0,3.0,0.001,100.0,1.0,1.0,False,0.0,80.0
2a038_00259,0.07071761041879654,42.31290817260742,1.2474536895751953,0.5120124816894531,6.011413812637329,True,,,50.0,03e40a6156ba42bfaeb9cb8013267b1d,2022-04-06_12-51-39,1649238699.0,303.58143615722656,1117247.0,adam-der-physiker,192.168.0.9,303.58143615722656,0.0,50.0,"259_encoder_end_dense_size=224,mach_latent_dim=14",0.003,14.0,3.0,0.001,100.0,1.0,1.0,False,0.0,224.0
2a038_00260,0.29998305439949036,52.59904098510742,0.0054253749549388885,0.5111080408096313,6.580719470977783,True,,,50.0,b25e7adbf92b4e08a9f4585799cdcf82,2022-04-06_12-53-30,1649238810.0,334.45428586006165,1119751.0,adam-der-physiker,192.168.0.9,334.45428586006165,0.0,50.0,"260_encoder_end_dense_size=848,mach_latent_dim=12",0.003,12.0,3.0,0.001,100.0,1.0,1.0,False,0.0,848.0
2a038_00261,0.20982831716537476,37.989383697509766,0.0034323607105761766,0.6348291635513306,5.806095123291016,True,,,40.0,af51133df7d54ac9b3c15757c30de7b1,2022-04-06_12-55-36,1649238936.0,234.2166826725006,1126469.0,adam-der-physiker,192.168.0.9,234.2166826725006,0.0,40.0,"261_encoder_end_dense_size=64,mach_latent_dim=13",0.003,13.0,3.0,0.001,100.0,1.0,1.0,False,0.0,64.0
2a038_00262,0.0647386834025383,40.701297760009766,1.6429489850997925,0.5018019676208496,5.961389780044556,True,,,50.0,3cef964b667b4ec5885c721b237b2492,2022-04-06_12-58-28,1649239108.0,295.8344178199768,1129810.0,adam-der-physiker,192.168.0.9,295.8344178199768,0.0,50.0,"262_encoder_end_dense_size=144,mach_latent_dim=13",0.003,13.0,3.0,0.001,100.0,1.0,1.0,False,0.0,144.0
2a038_00263,0.7375454902648926,22.99427032470703,7.917817129055038e-06,0.6452263593673706,6.023964166641235,True,,,40.0,a96b193325a14f82bef107c40ff2e98e,2022-04-06_12-59-41,1649239181.0,242.52823662757874,1133823.0,adam-der-physiker,192.168.0.9,242.52823662757874,0.0,40.0,"263_encoder_end_dense_size=352,mach_latent_dim=6",0.003,6.0,3.0,0.001,100.0,1.0,1.0,False,0.0,352.0
2a038_00264,0.22223030030727386,37.26578903198242,0.008211220614612103,0.6280413269996643,6.3411924839019775,True,,,40.0,80ebd9b85ece400fbb34d081e77b3026,2022-04-06_13-02-48,1649239368.0,257.0669536590576,1139321.0,adam-der-physiker,192.168.0.9,257.0669536590576,0.0,40.0,"264_encoder_end_dense_size=624,mach_latent_dim=9",0.003,9.0,3.0,0.001,100.0,1.0,1.0,False,0.0,624.0
2a038_00265,0.07556676864624023,37.81174850463867,0.6950693130493164,0.5173654556274414,5.800302267074585,True,,,50.0,e36e8da88cf8458ab1a9a6397e481409,2022-04-06_13-04-33,1649239473.0,290.35689663887024,1141427.0,adam-der-physiker,192.168.0.9,290.35689663887024,0.0,50.0,"265_encoder_end_dense_size=96,mach_latent_dim=12",0.003,12.0,3.0,0.001,100.0,1.0,1.0,False,0.0,96.0
2a038_00266,0.7367487549781799,50.5794677734375,3.702843969222158e-06,0.5034056305885315,6.88488245010376,True,,,50.0,f12b41e3572e4aa0a5e29dd119853bc4,2022-04-06_13-08-35,1649239715.0,344.9398910999298,1147246.0,adam-der-physiker,192.168.0.9,344.9398910999298,0.0,50.0,"266_encoder_end_dense_size=944,mach_latent_dim=9",0.003,9.0,3.0,0.001,100.0,1.0,1.0,False,0.0,944.0
2a038_00267,0.7367973327636719,26.30649757385254,9.1560661985568e-07,0.6387543678283691,5.904480934143066,True,,,40.0,42d104f9c1564a04a62f8a5190c81395,2022-04-06_13-08-35,1649239715.0,239.15009331703186,1150335.0,adam-der-physiker,192.168.0.9,239.15009331703186,0.0,40.0,"267_encoder_end_dense_size=144,mach_latent_dim=9",0.003,9.0,3.0,0.001,100.0,1.0,1.0,False,0.0,144.0
2a038_00268,0.08262082934379578,45.693878173828125,2.8528053760528564,0.528160572052002,7.749621629714966,True,,,50.0,93719e268a05440490bde71cc3034886,2022-04-06_13-14-30,1649240070.0,352.94731640815735,1157468.0,adam-der-physiker,192.168.0.9,352.94731640815735,0.0,50.0,"268_encoder_end_dense_size=848,mach_latent_dim=9",0.003,9.0,3.0,0.001,100.0,1.0,1.0,False,0.0,848.0
2a038_00269,0.6468418836593628,27.6175537109375,0.00270637939684093,0.6409215331077576,6.506153583526611,True,,,40.0,99230c6172cf4f7daec5c05756e76cc3,2022-04-06_13-12-46,1649239966.0,248.36388850212097,1157472.0,adam-der-physiker,192.168.0.9,248.36388850212097,0.0,40.0,"269_encoder_end_dense_size=176,mach_latent_dim=11",0.003,11.0,3.0,0.001,100.0,1.0,1.0,False,0.0,176.0
2a038_00270,0.21376775205135345,34.999732971191406,0.004288105294108391,0.638373076915741,6.5710508823394775,True,,,40.0,a0419db3ac20415a9c051b1c7318f466,2022-04-06_13-17-08,1649240228.0,259.8218455314636,1164759.0,adam-der-physiker,192.168.0.9,259.8218455314636,0.0,40.0,"270_encoder_end_dense_size=96,mach_latent_dim=10",0.003,10.0,3.0,0.001,100.0,1.0,1.0,False,0.0,96.0
2a038_00271,0.21121081709861755,35.952728271484375,0.07931114733219147,0.6392067074775696,6.710659027099609,True,,,40.0,feb1bb2a905a4b90bad6d02a3a3fa518,2022-04-06_13-18-48,1649240328.0,255.9473259449005,1167623.0,adam-der-physiker,192.168.0.9,255.9473259449005,0.0,40.0,"271_encoder_end_dense_size=128,mach_latent_dim=9",0.003,9.0,3.0,0.001,100.0,1.0,1.0,False,0.0,128.0
2a038_00272,0.21171441674232483,41.00673294067383,1.3391199111938477,0.6364355683326721,6.830096960067749,False,,,26.0,dd0d90a9129948a5bafdb10d22cb746c,2022-04-06_13-20-02,1649240402.0,172.01729226112366,1172267.0,adam-der-physiker,192.168.0.9,172.01729226112366,0.0,26.0,"272_encoder_end_dense_size=208,mach_latent_dim=11",0.003,11.0,3.0,0.001,100.0,1.0,1.0,False,0.0,208.0
2a038_00273,0.21148081123828888,46.659629821777344,0.004963548853993416,0.6445828676223755,6.554810285568237,False,,,28.0,6c182eae4668423a83e4ffaab910f000,2022-04-06_13-22-06,1649240526.0,194.7434844970703,1175258.0,adam-der-physiker,192.168.0.9,194.7434844970703,0.0,28.0,"273_encoder_end_dense_size=544,mach_latent_dim=10",0.003,10.0,3.0,0.001,100.0,1.0,1.0,False,0.0,544.0
2a038_00274,0.2984004318714142,47.033233642578125,1.278908610343933,0.4984903335571289,6.695345878601074,True,,,50.0,f7cd9f749e5a45b4878855f39eae78ba,2022-04-06_13-25-53,1649240753.0,341.87607860565186,1177453.0,adam-der-physiker,192.168.0.9,341.87607860565186,0.0,50.0,"274_encoder_end_dense_size=672,mach_latent_dim=10",0.003,10.0,3.0,0.001,100.0,1.0,1.0,False,0.0,672.0
2a038_00275,0.21826907992362976,80.95018005371094,0.014279580675065517,0.6377472281455994,7.067309379577637,True,,,40.0,fd5dc8d19fa94ed6a4beef84de599182,2022-04-06_13-27-01,1649240821.0,288.53839921951294,1180854.0,adam-der-physiker,192.168.0.9,288.53839921951294,0.0,40.0,"275_encoder_end_dense_size=928,mach_latent_dim=10",0.003,10.0,3.0,0.001,100.0,1.0,1.0,False,0.0,928.0
2a038_00276,0.07385653257369995,inf,2.057171106338501,0.5241549015045166,6.590363025665283,False,,,39.0,e17ab65aa3b44f489a2f69175d225b6d,2022-04-06_13-30-16,1649241016.0,260.72008180618286,1186915.0,adam-der-physiker,192.168.0.9,260.72008180618286,0.0,39.0,"276_encoder_end_dense_size=576,mach_latent_dim=14",0.003,14.0,3.0,0.001,100.0,1.0,1.0,False,0.0,576.0
2a038_00277,0.21139682829380035,41.59599304199219,0.1243399977684021,0.6334356069564819,6.433305740356445,True,,,40.0,e5463d1153a14b24bdfdd0d71269f9fd,2022-04-06_13-31-23,1649241083.0,259.8930194377899,1188748.0,adam-der-physiker,192.168.0.9,259.8930194377899,0.0,40.0,"277_encoder_end_dense_size=528,mach_latent_dim=8",0.003,8.0,3.0,0.001,100.0,1.0,1.0,False,0.0,528.0
2a038_00278,0.6426798701286316,35.161006927490234,0.008785422891378403,0.6307938694953918,6.3168625831604,True,,,40.0,6d64d41089ab4978a06b2ad76cd940fa,2022-04-06_13-34-34,1649241274.0,252.05474996566772,1194502.0,adam-der-physiker,192.168.0.9,252.05474996566772,0.0,40.0,"278_encoder_end_dense_size=320,mach_latent_dim=12",0.003,12.0,3.0,0.001,100.0,1.0,1.0,False,0.0,320.0
2a038_00279,0.0687170922756195,83.90096282958984,0.8926848769187927,0.5129664540290833,7.0745203495025635,False,,,40.0,dff5ea0e6f194bf3bda7622c93d17375,2022-04-06_13-36-09,1649241369.0,283.91118717193604,1196338.0,adam-der-physiker,192.168.0.9,283.91118717193604,0.0,40.0,"279_encoder_end_dense_size=960,mach_latent_dim=14",0.003,14.0,3.0,0.001,100.0,1.0,1.0,False,0.0,960.0
2a038_00280,0.06334672123193741,29.312604904174805,2.442425012588501,0.5025855302810669,6.713517189025879,True,,,50.0,d5dcade5d64a473cb7a8721fc311a63b,2022-04-06_13-39-59,1649241599.0,322.47773003578186,1201729.0,adam-der-physiker,192.168.0.9,322.47773003578186,0.0,50.0,"280_encoder_end_dense_size=208,mach_latent_dim=9",0.003,9.0,3.0,0.001,100.0,1.0,1.0,False,0.0,208.0
2a038_00281,0.6453354358673096,31.337499618530273,0.003893974469974637,0.6523853540420532,7.1807777881622314,True,,,40.0,849894702a484657a3ed69f4e01a7ea7,2022-04-06_13-40-45,1649241645.0,268.796968460083,1204575.0,adam-der-physiker,192.168.0.9,268.796968460083,0.0,40.0,"281_encoder_end_dense_size=448,mach_latent_dim=10",0.003,10.0,3.0,0.001,100.0,1.0,1.0,False,0.0,448.0
2a038_00282,0.07668337970972061,42.390655517578125,3.3565144538879395,0.5344288945198059,7.5514445304870605,True,,,50.0,c874a63b3f0e43f78fdb8c8aceeec9fc,2022-04-06_13-46-24,1649241984.0,382.6524181365967,1211113.0,adam-der-physiker,192.168.0.9,382.6524181365967,0.0,50.0,"282_encoder_end_dense_size=832,mach_latent_dim=7",0.003,7.0,3.0,0.001,100.0,1.0,1.0,False,0.0,832.0
2a038_00283,0.21355876326560974,32.7396125793457,0.014562646858394146,0.6386727690696716,7.228419542312622,True,,,40.0,238ca779e4bb47288e1e12228b9bf897,2022-04-06_13-45-23,1649241923.0,275.2702717781067,1212333.0,adam-der-physiker,192.168.0.9,275.2702717781067,0.0,40.0,"283_encoder_end_dense_size=192,mach_latent_dim=8",0.003,8.0,3.0,0.001,100.0,1.0,1.0,False,0.0,192.0
2a038_00284,0.30028969049453735,51.35221481323242,0.0059012616984546185,0.5215549468994141,8.624538660049438,True,,,50.0,0dc670dd011141e0967770ad10cce850,2022-04-06_13-51-36,1649242296.0,370.4967887401581,1219633.0,adam-der-physiker,192.168.0.9,370.4967887401581,0.0,50.0,"284_encoder_end_dense_size=640,mach_latent_dim=14",0.003,14.0,3.0,0.001,100.0,1.0,1.0,False,0.0,640.0
2a038_00285,0.49572882056236267,48.19098663330078,0.03005562536418438,0.5272718667984009,7.35746693611145,False,,,19.0,f522590ebac24179810c13c1a8cbdbcb,2022-04-06_13-48-53,1649242133.0,146.8153510093689,1221147.0,adam-der-physiker,192.168.0.9,146.8153510093689,0.0,19.0,"285_encoder_end_dense_size=720,mach_latent_dim=11",0.003,11.0,3.0,0.001,100.0,1.0,1.0,False,0.0,720.0
2a038_00286,0.311513751745224,36.21556091308594,0.3587740659713745,0.517357349395752,6.93965482711792,False,,,30.0,1df42eb6edf04806a04536f51cd0eac9,2022-04-06_13-52-33,1649242353.0,210.76534152030945,1225029.0,adam-der-physiker,192.168.0.9,210.76534152030945,0.0,30.0,"286_encoder_end_dense_size=240,mach_latent_dim=10",0.003,10.0,3.0,0.001,100.0,1.0,1.0,False,0.0,240.0
2a038_00287,0.05742998048663139,52.1356201171875,3.360588788986206,0.49208328127861023,7.474895477294922,True,,,50.0,f6c91e027f96454595343893739ce777,2022-04-06_13-58-24,1649242704.0,405.48686361312866,1229308.0,adam-der-physiker,192.168.0.9,405.48686361312866,0.0,50.0,"287_encoder_end_dense_size=896,mach_latent_dim=8",0.003,8.0,3.0,0.001,100.0,1.0,1.0,False,0.0,896.0
2a038_00288,0.07214672863483429,54.027915954589844,1.4263962507247925,0.522234320640564,7.625306606292725,True,,,50.0,93cffdbfeea14e83b67078ef54170c13,2022-04-06_13-59-26,1649242766.0,407.94968724250793,1230753.0,adam-der-physiker,192.168.0.9,407.94968724250793,0.0,50.0,"288_encoder_end_dense_size=880,mach_latent_dim=8",0.003,8.0,3.0,0.001,100.0,1.0,1.0,False,0.0,880.0
2a038_00289,0.06410915404558182,70.38336944580078,2.9751200675964355,0.5046906471252441,7.069356679916382,False,,,45.0,60261c9ab09243c78d9e7d1c55b04767,2022-04-06_14-04-11,1649243051.0,342.3176636695862,1239009.0,adam-der-physiker,192.168.0.9,342.3176636695862,0.0,45.0,"289_encoder_end_dense_size=496,mach_latent_dim=9",0.003,9.0,3.0,0.001,100.0,1.0,1.0,False,0.0,496.0
2a038_00290,0.06888522207736969,46.03749465942383,1.1041879653930664,0.5026897192001343,7.7336554527282715,True,,,50.0,fb085818d44d4791aefbf634047a0286,2022-04-06_14-05-56,1649243156.0,387.86700558662415,1240519.0,adam-der-physiker,192.168.0.9,387.86700558662415,0.0,50.0,"290_encoder_end_dense_size=656,mach_latent_dim=10",0.003,10.0,3.0,0.001,100.0,1.0,1.0,False,0.0,656.0
2a038_00291,0.21376775205135345,34.999732971191406,0.004288105294108391,0.638373076915741,6.4863200187683105,True,,,40.0,6f47d0431e7f43aab6ff4a6aa0004da5,2022-04-06_14-08-49,1649243329.0,272.37710309028625,1247923.0,adam-der-physiker,192.168.0.9,272.37710309028625,0.0,40.0,"291_encoder_end_dense_size=96,mach_latent_dim=10",0.003,10.0,3.0,0.001,100.0,1.0,1.0,False,0.0,96.0
2a038_00292,0.21583299338817596,63.26123809814453,0.005877821706235409,0.6494318842887878,7.230785846710205,False,,,21.0,5cf909f945b74f6c9338e24de37a5625,2022-04-06_14-08-45,1649243325.0,165.81032919883728,1250624.0,adam-der-physiker,192.168.0.9,165.81032919883728,0.0,21.0,"292_encoder_end_dense_size=960,mach_latent_dim=13",0.003,13.0,3.0,0.001,100.0,1.0,1.0,False,0.0,960.0
2a038_00293,,,,,,,,,,1694950602fb401fa0fc42b19fefb246,2022-04-06_14-08-56,1649243336.0,,1255172.0,adam-der-physiker,192.168.0.9,,,,,0.003,14.0,3.0,0.001,100.0,1.0,1.0,False,0.0,224.0
2a038_00294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2a038_00295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2a038_00296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2a038_00297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2a038_00298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2a038_00299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2a038_00300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2a038_00301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
